,,,1753138800762,,2,,522,Project Name,,0,,,"5,221.50",1502,,,,,,,,,,,,,,,,
https://www.kickstarter.com/projects/cherrybloodknight/the-job-board-a-plot-hook-quest-and-npc-generator-zine/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9860305#9860305,,https://kicktraq.com/projects/cherrybloodknight/the-job-board-a-plot-hook-quest-and-npc-generator-zine/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,"The Job Board: A Plot Hook, Quest, & NPC Generator Zine",July 16 2023,Y,USD,571.00,1,571.00,Y,N,Y,$571,285.00%,Ended,571,1707436215895,June 22 2023,"Generate quests, plot hooks, rumors, and the NPCs that give them out. Compatible with any fantasy TTRPG!",https://ksr-ugc.imgix.net/assets/041/330/161/dc192e4790d5d88e0d9902420fbc58dd_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687026823&auto=format&frame=1&q=92&s=86388fe3cf9b2f9dd7d73ff9a229dbf4,"[size=14][b][url=https://www.kickstarter.com/projects/cherrybloodknight/the-job-board-a-plot-hook-quest-and-npc-generator-zine/?ref=kicktraq]The Job Board: A Plot Hook, Quest, & NPC Generator Zine[/url][/b][/size][q]Generate quests, plot hooks, rumors, and the NPCs that give them out. Compatible with any fantasy TTRPG![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/330/161/dc192e4790d5d88e0d9902420fbc58dd_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687026823&auto=format&frame=1&q=92&s=86388fe3cf9b2f9dd7d73ff9a229dbf4[/inlineimg][/floatleft][b]Deadline:[/b]07-16-2023[url=https://kicktraq.com/projects/cherrybloodknight/the-job-board-a-plot-hook-quest-and-npc-generator-zine/][IMG]https://kicktraq.com/projects/cherrybloodknight/the-job-board-a-plot-hook-quest-and-npc-generator-zine//minichart.png[/IMG][/url]",$200.35,,571.00,,
https://www.kickstarter.com/projects/solarian/forged-with-fire/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9878065#9878065,,https://kicktraq.com/projects/solarian/forged-with-fire/,non-5E,https://rpggeek.com/rpg/44005/top-secret-new-world-order,,Forged With Fire,July 16 2023,Y,USD,"15,111.00",1,"15,111.00",Y,N,Y,"$15,111",1511.00%,Ended,15111,1707436215896,June 29 2023,"A new two-book mission module for Top Secret®, the espionage role playing game.",https://ksr-ugc.imgix.net/assets/041/180/428/87bce6b2ff2c0670e7d4aaf161211ed6_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1685854019&auto=format&frame=1&q=92&s=c96f4f80a249af9d2b984ea4d29d3d82,"[size=14][b][url=https://www.kickstarter.com/projects/solarian/forged-with-fire/?ref=kicktraq]Forged With Fire[/url][/b][/size][q]A new two-book mission module for Top Secret®, the espionage role playing game.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/180/428/87bce6b2ff2c0670e7d4aaf161211ed6_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1685854019&auto=format&frame=1&q=92&s=c96f4f80a249af9d2b984ea4d29d3d82[/inlineimg][/floatleft][b]Deadline:[/b]07-16-2023[url=https://kicktraq.com/projects/solarian/forged-with-fire/][IMG]https://kicktraq.com/projects/solarian/forged-with-fire//minichart.png[/IMG][/url]","$1,000.07",,"15,111.00",,
https://www.kickstarter.com/projects/crowheart/forty-foes-a-cy-borg-compatible-bestiary/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9786176#9786176,,https://kicktraq.com/projects/crowheart/forty-foes-a-cy-borg-compatible-bestiary/,non-5E,https://rpggeek.com/rpg/75812/cy-borg,,Forty Foes - A Cy Borg Compatible Bestiary,July 18 2023,Y,GBP,"24,050.00",1.3039,"31,358.80",Y,N,Y,"£24,050",2405.00%,Ended,31358.8,1707436215900,May 24 2023,"Features forty sci-fi foes, each with stats and backgrounds rooted in the dystopian future horror of Cy_Borg",https://ksr-ugc.imgix.net/assets/041/067/905/74dc6b1a9fa3ace37899f7e289d6f0e3_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1684966149&auto=format&frame=1&q=92&s=7b2bb320c69e068e3763c7c3221e5ca8,"[size=14][b][url=https://www.kickstarter.com/projects/crowheart/forty-foes-a-cy-borg-compatible-bestiary/?ref=kicktraq]Forty Foes - A Cy Borg Compatible Bestiary[/url][/b][/size][q]Features forty sci-fi foes, each with stats and backgrounds rooted in the dystopian future horror of Cy_Borg[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/067/905/74dc6b1a9fa3ace37899f7e289d6f0e3_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1684966149&auto=format&frame=1&q=92&s=7b2bb320c69e068e3763c7c3221e5ca8[/inlineimg][/floatleft][b]Deadline:[/b]07-18-2023[url=https://kicktraq.com/projects/crowheart/forty-foes-a-cy-borg-compatible-bestiary/][IMG]https://kicktraq.com/projects/crowheart/forty-foes-a-cy-borg-compatible-bestiary//minichart.png[/IMG][/url]","$1,303.90",,"31,358.80",,1
https://www.kickstarter.com/projects/jvcparry/chvrch-ov-the-wvrm-a-mork-borg-filth-crawl/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9856926#9856926,,https://kicktraq.com/projects/jvcparry/chvrch-ov-the-wvrm-a-mork-borg-filth-crawl/,non-5E,https://rpggeek.com/rpg/79271/mork-borg-compatible-product,,CHVRCH OV THE WVRM - A MÖRK BORG FILTH CRAWL,July 18 2023,Y,GBP,"6,167.00",1.3039,"8,041.15",Y,N,Y,"£6,167",205.00%,Ended,8041.15,1707436215901,June 20 2023,A rank scenario for MÖRK BORG that'll make you want to bath. Find the cultists. Reach the Cesstine Chapel. Murder worms.,https://ksr-ugc.imgix.net/assets/041/228/311/a63509d20ab0062da43242a37270f907_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1686217622&auto=format&frame=1&q=92&s=5a5443d3db1336d794813183e88a3adf,[size=14][b][url=https://www.kickstarter.com/projects/jvcparry/chvrch-ov-the-wvrm-a-mork-borg-filth-crawl/?ref=kicktraq]CHVRCH OV THE WVRM - A MÖRK BORG FILTH CRAWL[/url][/b][/size][q]A rank scenario for MÖRK BORG that'll make you want to bath. Find the cultists. Reach the Cesstine Chapel. Murder worms.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/228/311/a63509d20ab0062da43242a37270f907_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1686217622&auto=format&frame=1&q=92&s=5a5443d3db1336d794813183e88a3adf[/inlineimg][/floatleft][b]Deadline:[/b]07-18-2023[url=https://kicktraq.com/projects/jvcparry/chvrch-ov-the-wvrm-a-mork-borg-filth-crawl/][IMG]https://kicktraq.com/projects/jvcparry/chvrch-ov-the-wvrm-a-mork-borg-filth-crawl//minichart.png[/IMG][/url],"$3,922.51",,"8,041.15",,1
https://www.kickstarter.com/projects/1690121414/the-puzzle-masters-handbook-for-homebrew-dnd-5th-edition/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9856929#9856929,,https://kicktraq.com/projects/1690121414/the-puzzle-masters-handbook-for-homebrew-dnd-5th-edition/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,The Puzzle Masters Handbook for Homebrew DnD 5th Edition:,July 19 2023,Y,GBP,"4,824.00",1.293695,"6,240.78",Y,N,Y,"£4,824",40200.00%,Ended,6240.78,1707436215904,June 19 2023,The ultimate 150+ page guide to puzzles and traps for your Dungeons and Dragons campaigns or preferred RPG,https://ksr-ugc.imgix.net/assets/041/350/886/96fdf1745b5b0570fcd135e758691198_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687215096&auto=format&frame=1&q=92&s=fe053261307aeb6133c8a7d0ad638122,[size=14][b][url=https://www.kickstarter.com/projects/1690121414/the-puzzle-masters-handbook-for-homebrew-dnd-5th-edition/?ref=kicktraq]The Puzzle Masters Handbook for Homebrew DnD 5th Edition:[/url][/b][/size][q]The ultimate 150+ page guide to puzzles and traps for your Dungeons and Dragons campaigns or preferred RPG[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/350/886/96fdf1745b5b0570fcd135e758691198_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687215096&auto=format&frame=1&q=92&s=fe053261307aeb6133c8a7d0ad638122[/inlineimg][/floatleft][b]Deadline:[/b]07-19-2023[url=https://kicktraq.com/projects/1690121414/the-puzzle-masters-handbook-for-homebrew-dnd-5th-edition/][IMG]https://kicktraq.com/projects/1690121414/the-puzzle-masters-handbook-for-homebrew-dnd-5th-edition//minichart.png[/IMG][/url],$15.52,,"6,240.78",,
https://www.kickstarter.com/projects/meridian-games/meridian-games-othertime-1-the-cleanie-genie-for-dccrpg/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9823578#9823578,,https://kicktraq.com/projects/meridian-games/meridian-games-othertime-1-the-cleanie-genie-for-dccrpg/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,Meridian Games OTHERTIME #1 - The Cleanie Genie - For DCCRPG,July 20 2023,Y,USD,456.00,1,Not Funded,N,N,N,$456,91.00%,Ended,0,1707436215908,June 5 2023,READY TO GET SUDSY? This is a wacky and silly Level 1 module for the Dungeon Crawl Classics Roleplaying Game,https://ksr-ugc.imgix.net/assets/041/079/039/d6a2d01fbe41525f22a24b1bdb40ac23_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1685040584&auto=format&frame=1&q=92&s=29ab50d5c007f3f8e9187ccd35f36897,[size=14][b][url=https://www.kickstarter.com/projects/meridian-games/meridian-games-othertime-1-the-cleanie-genie-for-dccrpg/?ref=kicktraq]Meridian Games OTHERTIME #1 - The Cleanie Genie - For DCCRPG[/url][/b][/size][q]READY TO GET SUDSY? This is a wacky and silly Level 1 module for the Dungeon Crawl Classics Roleplaying Game[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/079/039/d6a2d01fbe41525f22a24b1bdb40ac23_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1685040584&auto=format&frame=1&q=92&s=29ab50d5c007f3f8e9187ccd35f36897[/inlineimg][/floatleft][b]Deadline:[/b]07-20-2023[url=https://kicktraq.com/projects/meridian-games/meridian-games-othertime-1-the-cleanie-genie-for-dccrpg/][IMG]https://kicktraq.com/projects/meridian-games/meridian-games-othertime-1-the-cleanie-genie-for-dccrpg//minichart.png[/IMG][/url],,501.0989011,,,1
https://www.kickstarter.com/projects/melsonia/longshot-city/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9856921#9856921,,https://kicktraq.com/projects/melsonia/longshot-city/,non-5E,https://rpggeek.com/rpg/39089/troika,,Longshot City,July 20 2023,Y,GBP,"27,676.00",1.2868,"35,613.48",Y,N,Y,"£27,676",691.00%,Ended,35613.48,1707436215909,June 20 2023,"The superhero tabletop RPG, powered by TROIKA!",https://ksr-ugc.imgix.net/assets/041/344/061/015a010ac29b753e2768ab3154b04542_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687173636&auto=format&frame=1&q=92&s=f111fd7630985d502a4926b0d509059d,"[size=14][b][url=https://www.kickstarter.com/projects/melsonia/longshot-city/?ref=kicktraq]Longshot City[/url][/b][/size][q]The superhero tabletop RPG, powered by TROIKA![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/344/061/015a010ac29b753e2768ab3154b04542_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687173636&auto=format&frame=1&q=92&s=f111fd7630985d502a4926b0d509059d[/inlineimg][/floatleft][b]Deadline:[/b]07-20-2023[url=https://kicktraq.com/projects/melsonia/longshot-city/][IMG]https://kicktraq.com/projects/melsonia/longshot-city//minichart.png[/IMG][/url]","$5,153.90",,"35,613.48",,1
https://www.kickstarter.com/projects/wythe/qadida-a-spy-filled-stillfleet-gazetteer/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9856912#9856912,,https://kicktraq.com/projects/wythe/qadida-a-spy-filled-stillfleet-gazetteer/,non-5E,https://rpggeek.com/rpg/70714/stillfleet,,Qadida: A Spy-Filled Stillfleet Gazetteer,July 20 2023,Y,USD,"17,400.00",1,"17,400.00",Y,N,Y,"$17,400",217.00%,Ended,17400,1707436215910,June 20 2023,"The new 100-page setting sourcebook for Stillfleet, featuring new classes, species, advanced powers, and a full-length venture!",https://ksr-ugc.imgix.net/assets/040/817/402/78491c7f96c5abd1671f42dbbb6e83d7_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1683127974&auto=format&frame=1&q=92&s=0dd059de541cc0c93e03e8c88e84718c,"[size=14][b][url=https://www.kickstarter.com/projects/wythe/qadida-a-spy-filled-stillfleet-gazetteer/?ref=kicktraq]Qadida: A Spy-Filled Stillfleet Gazetteer[/url][/b][/size][q]The new 100-page setting sourcebook for Stillfleet, featuring new classes, species, advanced powers, and a full-length venture![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/817/402/78491c7f96c5abd1671f42dbbb6e83d7_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1683127974&auto=format&frame=1&q=92&s=0dd059de541cc0c93e03e8c88e84718c[/inlineimg][/floatleft][b]Deadline:[/b]07-20-2023[url=https://kicktraq.com/projects/wythe/qadida-a-spy-filled-stillfleet-gazetteer/][IMG]https://kicktraq.com/projects/wythe/qadida-a-spy-filled-stillfleet-gazetteer//minichart.png[/IMG][/url]","$8,018.43",,"17,400.00",,
https://www.kickstarter.com/projects/1022698010/hallowed-a-mork-borg-supplement/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9880357#9880357,,https://kicktraq.com/projects/1022698010/hallowed-a-mork-borg-supplement/,non-5E,https://rpggeek.com/rpg/56344/mork-borg,,Hallowed | A Mörk Borg Supplement,July 22 2023,Y,EUR,"9,329.00",1.11285,"10,381.78",Y,N,Y,"€9,329",1865.00%,Ended,10381.78,1707436215915,July 1 2023,"The renamed and re-release Bone Heart Crusaders. A hardcover with more ""holy"" content and classes! Launches on the 1st of July.",https://ksr-ugc.imgix.net/assets/041/415/024/22368a75f4c1660fd282548c152713e9_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687757881&auto=format&frame=1&q=92&s=59dbed7eec49a705957fda79a3676f3f,"[size=14][b][url=https://www.kickstarter.com/projects/1022698010/hallowed-a-mork-borg-supplement/?ref=kicktraq]Hallowed | A Mörk Borg Supplement[/url][/b][/size][q]The renamed and re-release Bone Heart Crusaders. A hardcover with more ""holy"" content and classes! Launches on the 1st of July.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/415/024/22368a75f4c1660fd282548c152713e9_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687757881&auto=format&frame=1&q=92&s=59dbed7eec49a705957fda79a3676f3f[/inlineimg][/floatleft][b]Deadline:[/b]07-22-2023[url=https://kicktraq.com/projects/1022698010/hallowed-a-mork-borg-supplement/][IMG]https://kicktraq.com/projects/1022698010/hallowed-a-mork-borg-supplement//minichart.png[/IMG][/url]",$556.66,,"10,381.78",,1
https://www.kickstarter.com/projects/alexeivella/liminal-the-backrooms/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9878078#9878078,,https://kicktraq.com/projects/alexeivella/liminal-the-backrooms/,non-5E,not in system,,LIMINAL_THE BACKROOMS,July 22 2023,Y,CAD,"8,751.00",0.7558294,"6,614.26",Y,N,Y,"$8,751 CAD",437.00%,Ended,6614.26,1707436215915,June 27 2023,A LIMINAL_ EXPANSION THAT EXPLORES THE BACKROOMS,https://ksr-ugc.imgix.net/assets/041/438/167/7685ffc98b33c53d0f7bf46fe6f9a600_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687915178&auto=format&frame=1&q=92&s=91515ce1804108e05087907f81211651,[size=14][b][url=https://www.kickstarter.com/projects/alexeivella/liminal-the-backrooms/?ref=kicktraq]LIMINAL_THE BACKROOMS[/url][/b][/size][q]A LIMINAL_ EXPANSION THAT EXPLORES THE BACKROOMS[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/438/167/7685ffc98b33c53d0f7bf46fe6f9a600_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687915178&auto=format&frame=1&q=92&s=91515ce1804108e05087907f81211651[/inlineimg][/floatleft][b]Deadline:[/b]07-22-2023[url=https://kicktraq.com/projects/alexeivella/liminal-the-backrooms/][IMG]https://kicktraq.com/projects/alexeivella/liminal-the-backrooms//minichart.png[/IMG][/url],"$1,513.56",,"6,614.26",,
https://www.kickstarter.com/projects/philipreed/spells-of-a-haunted-mage-third-party-black-sword-hack-cards/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9926595#9926595,,https://kicktraq.com/projects/philipreed/spells-of-a-haunted-mage-third-party-black-sword-hack-cards/,non-5E,https://rpggeek.com/rpg/34765/black-hack-1st-2nd-ed,,"Spells of a Haunted Mage, Third-Party Black Sword Hack Cards",July 24 2023,Y,USD,"1,243.00",1,"1,243.00",Y,N,Y,"$1,243",1243.00%,Ended,1243,1707436215919,July 19 2023,"The game's original 41 spells, plus 28 new spells that were created for this collection. Offered as PDF and print-on-demand.",https://ksr-ugc.imgix.net/assets/041/592/473/fd98607d3c9fefa597a8fa2ac4408a99_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1689167985&auto=format&frame=1&q=92&s=a8102b6b26d0ce3042ba866021f433e5,"[size=14][b][url=https://www.kickstarter.com/projects/philipreed/spells-of-a-haunted-mage-third-party-black-sword-hack-cards/?ref=kicktraq]Spells of a Haunted Mage, Third-Party Black Sword Hack Cards[/url][/b][/size][q]The game's original 41 spells, plus 28 new spells that were created for this collection. Offered as PDF and print-on-demand.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/592/473/fd98607d3c9fefa597a8fa2ac4408a99_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1689167985&auto=format&frame=1&q=92&s=a8102b6b26d0ce3042ba866021f433e5[/inlineimg][/floatleft][b]Deadline:[/b]07-24-2023[url=https://kicktraq.com/projects/philipreed/spells-of-a-haunted-mage-third-party-black-sword-hack-cards/][IMG]https://kicktraq.com/projects/philipreed/spells-of-a-haunted-mage-third-party-black-sword-hack-cards//minichart.png[/IMG][/url]",$100.00,,"1,243.00",,1
https://www.kickstarter.com/projects/huntersbooks/geologists-primer-by-double-proficiency/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9870730#9870730,,https://kicktraq.com/projects/huntersbooks/geologists-primer-by-double-proficiency/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Geologist's Primer by Double Proficiency,July 27 2023,Y,USD,"606,836.00",1,"606,836.00",Y,N,Y,"$606,836",6068.00%,Ended,606836,1707436215928,June 27 2023,"An illustrated guide to real-world crystals, minerals, and metals by the creators of the Herbalist’s Primer",https://ksr-ugc.imgix.net/assets/041/432/255/d5b4a5220942550ddff6ed1edbb6bc34_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687879842&auto=format&frame=1&q=92&s=9df06a2fdf689491d31e56ba0e5f0edd,"[size=14][b][url=https://www.kickstarter.com/projects/huntersbooks/geologists-primer-by-double-proficiency/?ref=kicktraq]Geologist's Primer by Double Proficiency[/url][/b][/size][q]An illustrated guide to real-world crystals, minerals, and metals by the creators of the Herbalist’s Primer[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/432/255/d5b4a5220942550ddff6ed1edbb6bc34_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687879842&auto=format&frame=1&q=92&s=9df06a2fdf689491d31e56ba0e5f0edd[/inlineimg][/floatleft][b]Deadline:[/b]07-27-2023[url=https://kicktraq.com/projects/huntersbooks/geologists-primer-by-double-proficiency/][IMG]https://kicktraq.com/projects/huntersbooks/geologists-primer-by-double-proficiency//minichart.png[/IMG][/url]","$10,000.59",,"606,836.00",,
https://www.kickstarter.com/projects/545820095/savage-worlds-20th-anniversary-celebration/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9870722#9870722,,https://kicktraq.com/projects/545820095/savage-worlds-20th-anniversary-celebration/,non-5E,https://rpggeek.com/rpg/78185/savage-worlds-adventure-edition-swade,,Savage Worlds 20th Anniversary Celebration,July 27 2023,Y,USD,"297,431.00",1,"297,431.00",Y,N,Y,"$297,431",4957.00%,Ended,297431,1707436215927,June 27 2023,"Updated 5th printing of the best-selling Savage Worlds game system! NEW softcover Player's Book, Accessory Box, and stretch goals!",https://ksr-ugc.imgix.net/assets/041/425/156/59b34a657e72fb24b82f135e2e858b65_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687827886&auto=format&frame=1&q=92&s=21a4643a3ce2fd05f8f3aed6bc006445,"[size=14][b][url=https://www.kickstarter.com/projects/545820095/savage-worlds-20th-anniversary-celebration/?ref=kicktraq]Savage Worlds 20th Anniversary Celebration[/url][/b][/size][q]Updated 5th printing of the best-selling Savage Worlds game system! NEW softcover Player's Book, Accessory Box, and stretch goals![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/425/156/59b34a657e72fb24b82f135e2e858b65_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1687827886&auto=format&frame=1&q=92&s=21a4643a3ce2fd05f8f3aed6bc006445[/inlineimg][/floatleft][b]Deadline:[/b]07-27-2023[url=https://kicktraq.com/projects/545820095/savage-worlds-20th-anniversary-celebration/][IMG]https://kicktraq.com/projects/545820095/savage-worlds-20th-anniversary-celebration//minichart.png[/IMG][/url]","$6,000.22",,"297,431.00",,
https://www.kickstarter.com/projects/jeshields/mace-volume-002/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9912598#9912598,,https://kicktraq.com/projects/jeshields/mace-volume-002/,non-5E,https://rpggeek.com/rpgfamily/27257/retro-clones,,MACE — Volume #002,July 27 2023,Y,USD,"3,807.00",1,Not Funded,N,Y,N,"$3,807",63.00%,Cancelled,0,1707436215929,July 13 2023,A zine of original villains to threaten your tabletop games.,https://ksr-ugc.imgix.net/assets/041/534/240/103acb1aa496829ff497a908289dd2c0_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1688695792&auto=format&frame=1&q=92&s=ffc12489815e3293f1f5222d2fbefcfd,[size=14][b][url=https://www.kickstarter.com/projects/jeshields/mace-volume-002/?ref=kicktraq]MACE — Volume #002[/url][/b][/size][q]A zine of original villains to threaten your tabletop games.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/534/240/103acb1aa496829ff497a908289dd2c0_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1688695792&auto=format&frame=1&q=92&s=ffc12489815e3293f1f5222d2fbefcfd[/inlineimg][/floatleft][b]Deadline:[/b]07-27-2023[url=https://kicktraq.com/projects/jeshields/mace-volume-002/][IMG]https://kicktraq.com/projects/jeshields/mace-volume-002//minichart.png[/IMG][/url],,6042.857143,,,1
https://www.kickstarter.com/projects/251065695/book-of-the-barrows/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9842314#9842314,,https://kicktraq.com/projects/251065695/book-of-the-barrows/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Book of the Barrows,July 30 2023,Y,USD,42.00,1,Not Funded,N,Y,N,$42,8.00%,Cancelled,0,1707436215936,June 13 2023,A hot new compendium from Labreth Gaming!,https://ksr-ugc.imgix.net/assets/041/281/192/7df8b2ed948f76fdc9b49ae78e7fa6a8_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1686668804&auto=format&frame=1&q=92&s=2546864b949153526c6a946e4bc60ce7,[size=14][b][url=https://www.kickstarter.com/projects/251065695/book-of-the-barrows/?ref=kicktraq]Book of the Barrows[/url][/b][/size][q]A hot new compendium from Labreth Gaming![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/041/281/192/7df8b2ed948f76fdc9b49ae78e7fa6a8_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1686668804&auto=format&frame=1&q=92&s=2546864b949153526c6a946e4bc60ce7[/inlineimg][/floatleft][b]Deadline:[/b]07-30-2023[url=https://kicktraq.com/projects/251065695/book-of-the-barrows/][IMG]https://kicktraq.com/projects/251065695/book-of-the-barrows//minichart.png[/IMG][/url],,525,,,
https://www.kickstarter.com/projects/malcolmfett/legends-of-cyr-nul-the-dire-pack-a-module-for-dragonbane/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9880362#9880362,,https://kicktraq.com/projects/malcolmfett/legends-of-cyr-nul-the-dire-pack-a-module-for-dragonbane/,non-5E,https://rpggeek.com/rpg/79109/dragonbane,,Legends of Cyr-Nul: The Dire Pack - a module for Dragonbane,July 31 2023,Y,USD,"1,898.00",1,"1,898.00",Y,N,Y,"$1,898",345.00%,Ended,1898,1707436215939,July 1 2023,The first in a series of adventures set in the world of Cyr. To be played with the Dragonbane ttrpg rules set.,https://ksr-ugc.imgix.net/assets/040/963/867/8ccbde680f0da59e0e1e3c9e27bb8f2d_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1684245005&auto=format&frame=1&q=92&s=c7c1ae01ee0625c79d55774e021f1ac2,[size=14][b][url=https://www.kickstarter.com/projects/malcolmfett/legends-of-cyr-nul-the-dire-pack-a-module-for-dragonbane/?ref=kicktraq]Legends of Cyr-Nul: The Dire Pack - a module for Dragonbane[/url][/b][/size][q]The first in a series of adventures set in the world of Cyr. To be played with the Dragonbane ttrpg rules set.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/963/867/8ccbde680f0da59e0e1e3c9e27bb8f2d_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1684245005&auto=format&frame=1&q=92&s=c7c1ae01ee0625c79d55774e021f1ac2[/inlineimg][/floatleft][b]Deadline:[/b]07-31-2023[url=https://kicktraq.com/projects/malcolmfett/legends-of-cyr-nul-the-dire-pack-a-module-for-dragonbane/][IMG]https://kicktraq.com/projects/malcolmfett/legends-of-cyr-nul-the-dire-pack-a-module-for-dragonbane//minichart.png[/IMG][/url],$550.14,,"1,898.00",,
