,,365,1740264705041,,516,441,,Project Name,,0,,,188.00,,,,,,68,,,,,,,,,,,
https://www.kickstarter.com/projects/secondedition/99-01-turn-of-the-century/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9121957#item9121957,,https://kicktraq.com/projects/secondedition/99-01-turn-of-the-century/,RPG,,,99-01: TURN OF THE CENTURY,September 5 2022,Y,USD,57.00,1,Not Funded,N,N,N,$57,11.00%,Ended,0,1676332270299,August 8 2022,The Open Worldbuilding TTRPG,https://ksr-ugc.imgix.net/assets/038/181/036/743ae146d5005df2bcc2fe7bd86e7238_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1659666866&auto=format&frame=1&q=92&s=609bb94b61acb35ff24e931cff6065ab,[size=14][b][url=https://www.kickstarter.com/projects/secondedition/99-01-turn-of-the-century/?ref=kicktraq]99-01: TURN OF THE CENTURY[/url][/b][/size][q]The Open Worldbuilding TTRPG[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/181/036/743ae146d5005df2bcc2fe7bd86e7238_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1659666866&auto=format&frame=1&q=92&s=609bb94b61acb35ff24e931cff6065ab[/inlineimg][/floatleft][b]Deadline:[/b]09-05-2022[url=https://kicktraq.com/projects/secondedition/99-01-turn-of-the-century/][IMG]https://kicktraq.com/projects/secondedition/99-01-turn-of-the-century//minichart.png[/IMG][/url],,518.1818182,,,
https://www.kickstarter.com/projects/spacycatgirl/road-of-tin-a-zinequest-ttrpg-rebooted/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9157107#item9157107,,https://kicktraq.com/projects/spacycatgirl/road-of-tin-a-zinequest-ttrpg-rebooted/,RPG,,,Road of Tin - A #Zinequest TTRPG [REBOOTED],September 5 2022,Y,USD,457.00,1,457.00,Y,N,Y,$457,182.00%,Ended,457,1676332270301,August 27 2022,Design and play as conscious machines finding their way to the Silicon EDEN in the aftermath of the end of the world.,https://ksr-ugc.imgix.net/assets/038/351/725/a92002668c51be5ad1767702a728ccd1_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1661147843&auto=format&frame=1&q=92&s=2d008aeb8cc77be42745236bead3f1ad,[size=14][b][url=https://www.kickstarter.com/projects/spacycatgirl/road-of-tin-a-zinequest-ttrpg-rebooted/?ref=kicktraq]Road of Tin - A #Zinequest TTRPG [REBOOTED][/url][/b][/size][q]Design and play as conscious machines finding their way to the Silicon EDEN in the aftermath of the end of the world.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/351/725/a92002668c51be5ad1767702a728ccd1_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1661147843&auto=format&frame=1&q=92&s=2d008aeb8cc77be42745236bead3f1ad[/inlineimg][/floatleft][b]Deadline:[/b]09-05-2022[url=https://kicktraq.com/projects/spacycatgirl/road-of-tin-a-zinequest-ttrpg-rebooted/][IMG]https://kicktraq.com/projects/spacycatgirl/road-of-tin-a-zinequest-ttrpg-rebooted//minichart.png[/IMG][/url],$251.10,,457.00,,
https://www.kickstarter.com/projects/dirkwithavengeance/the-bloodship-returns/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9121960#item9121960,,https://kicktraq.com/projects/dirkwithavengeance/the-bloodship-returns/,RPG,,,THE BLOODSHIP RETURNS,September 5 2022,Y,USD,"13,814.00",1,"13,814.00",Y,N,Y,"$13,814",138.00%,Ended,13814,1676332270299,August 6 2022,A tabletop Metroidvania adventure zine.,https://ksr-ugc.imgix.net/assets/038/070/963/697a5adffb517dae4e6669333b6d824b_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1658805964&auto=format&frame=1&q=92&s=0cacfca38abd6738b0be6cdcc096f7e8,[size=14][b][url=https://www.kickstarter.com/projects/dirkwithavengeance/the-bloodship-returns/?ref=kicktraq]THE BLOODSHIP RETURNS[/url][/b][/size][q]A tabletop Metroidvania adventure zine.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/070/963/697a5adffb517dae4e6669333b6d824b_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1658805964&auto=format&frame=1&q=92&s=0cacfca38abd6738b0be6cdcc096f7e8[/inlineimg][/floatleft][b]Deadline:[/b]09-05-2022[url=https://kicktraq.com/projects/dirkwithavengeance/the-bloodship-returns/][IMG]https://kicktraq.com/projects/dirkwithavengeance/the-bloodship-returns//minichart.png[/IMG][/url],"$10,010.14",,"13,814.00",,
https://www.kickstarter.com/projects/mad-games/marie-laveaus-army-a-dandd-5e-adventure/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9133711#item9133711,,https://kicktraq.com/projects/mad-games/marie-laveaus-army-a-dandd-5e-adventure/,5E,,,"Marie Laveau’s Army, a D&D 5e Adventure",September 6 2022,Y,USD,"1,998.00",1,"1,998.00",Y,N,Y,"$1,998",1998.00%,Ended,1998,1676332270302,August 16 2022,Marie Laveau’s Army brings Voodoo and Gothic horror to your next D&D adventure. The game is intended for players Levels 1-5.,https://ksr-ugc.imgix.net/assets/038/176/692/6bc65fe2befa2a82cbdf27cebce6353e_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1659631828&auto=format&frame=1&q=92&s=21e8ee2be3398fa7359842a811699601,"[size=14][b][url=https://www.kickstarter.com/projects/mad-games/marie-laveaus-army-a-dandd-5e-adventure/?ref=kicktraq]Marie Laveau’s Army, a D&D 5e Adventure[/url][/b][/size][q]Marie Laveau’s Army brings Voodoo and Gothic horror to your next D&D adventure. The game is intended for players Levels 1-5.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/176/692/6bc65fe2befa2a82cbdf27cebce6353e_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1659631828&auto=format&frame=1&q=92&s=21e8ee2be3398fa7359842a811699601[/inlineimg][/floatleft][b]Deadline:[/b]09-06-2022[url=https://kicktraq.com/projects/mad-games/marie-laveaus-army-a-dandd-5e-adventure/][IMG]https://kicktraq.com/projects/mad-games/marie-laveaus-army-a-dandd-5e-adventure//minichart.png[/IMG][/url]",$100.00,,"1,998.00",,
https://www.kickstarter.com/projects/golden-mart/charming-the-circle/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9121958#item9121958,,https://kicktraq.com/projects/golden-mart/charming-the-circle/,RPG,,,Charming the Circle,September 6 2022,Y,USD,318.00,1,Not Funded,N,Y,N,$318,26.00%,Cancelled,0,1676332270301,August 7 2022,A sexy fantasy horror analog roleplaying game inspired by the Radical Faeries movement.,https://ksr-ugc.imgix.net/assets/038/140/252/56935b431d8d1c2e8ffb234384fe8c9b_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1659372365&auto=format&frame=1&q=92&s=d73532fe53b1afb6b9c0359753619524,[size=14][b][url=https://www.kickstarter.com/projects/golden-mart/charming-the-circle/?ref=kicktraq]Charming the Circle[/url][/b][/size][q]A sexy fantasy horror analog roleplaying game inspired by the Radical Faeries movement.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/140/252/56935b431d8d1c2e8ffb234384fe8c9b_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1659372365&auto=format&frame=1&q=92&s=d73532fe53b1afb6b9c0359753619524[/inlineimg][/floatleft][b]Deadline:[/b]09-06-2022[url=https://kicktraq.com/projects/golden-mart/charming-the-circle/][IMG]https://kicktraq.com/projects/golden-mart/charming-the-circle//minichart.png[/IMG][/url],,1223.076923,,,
https://www.kickstarter.com/projects/391394498/as-heard-by-the-town-cryer-a-5e-zine/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9121950#item9121950,,https://kicktraq.com/projects/391394498/as-heard-by-the-town-cryer-a-5e-zine/,5E,,,As Heard By the Town Cryer (A 5e Zine),September 7 2022,Y,USD,272.00,1,272.00,Y,N,Y,$272,544.00%,Ended,272,1676332270303,August 8 2022,Magic items inspired by infomercials,https://ksr-ugc.imgix.net/assets/038/205/025/3480ff830e825bc8426bfc940d42c2b6_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1659924989&auto=format&frame=1&q=92&s=2a83c57dab9058e8c2e8b253a2fcd3c8,[size=14][b][url=https://www.kickstarter.com/projects/391394498/as-heard-by-the-town-cryer-a-5e-zine/?ref=kicktraq]As Heard By the Town Cryer (A 5e Zine)[/url][/b][/size][q]Magic items inspired by infomercials[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/205/025/3480ff830e825bc8426bfc940d42c2b6_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1659924989&auto=format&frame=1&q=92&s=2a83c57dab9058e8c2e8b253a2fcd3c8[/inlineimg][/floatleft][b]Deadline:[/b]09-07-2022[url=https://kicktraq.com/projects/391394498/as-heard-by-the-town-cryer-a-5e-zine/][IMG]https://kicktraq.com/projects/391394498/as-heard-by-the-town-cryer-a-5e-zine//minichart.png[/IMG][/url],$50.00,,272.00,,
https://www.kickstarter.com/projects/thucydides/yosemite-a-5e-park?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9153503#item9153503,,https://kicktraq.com/projects/thucydides/yosemite-a-5e-park/,5E,,,Yosemite: A 5E Park,September 7 2022,Y,USD,496.00,1,496.00,Y,N,Y,$496,496.00%,Ended,496,1676332270304,August 24 2022,Fantasy battle maps inspired by Horsetail fall's amazing amazing transformation into a firefall!,https://ksr-ugc.imgix.net/assets/038/376/411/d2e8de5d786ceefa6b6d050a082d8669_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1661337808&auto=format&frame=1&q=92&s=0d3e2bf02f535c87ac37cd4e15208f46,[size=14][b][url=https://www.kickstarter.com/projects/thucydides/yosemite-a-5e-park?ref=kicktraq]Yosemite: A 5E Park[/url][/b][/size][q]Fantasy battle maps inspired by Horsetail fall's amazing amazing transformation into a firefall![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/376/411/d2e8de5d786ceefa6b6d050a082d8669_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1661337808&auto=format&frame=1&q=92&s=0d3e2bf02f535c87ac37cd4e15208f46[/inlineimg][/floatleft][b]Deadline:[/b]09-07-2022[url=https://kicktraq.com/projects/thucydides/yosemite-a-5e-park/][IMG]https://kicktraq.com/projects/thucydides/yosemite-a-5e-park//minichart.png[/IMG][/url],$100.00,,496.00,,
https://www.kickstarter.com/projects/lumpleygames/the-thief-and-the-necromancer?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9153498#item9153498,,https://kicktraq.com/projects/lumpleygames/the-thief-and-the-necromancer/,RPG,,Wizard's Grimoire,The Thief & the Necromancer,September 7 2022,Y,USD,"20,533.00",1,"20,533.00",Y,N,Y,"$20,533",933.00%,Ended,20533,1676332270304,August 24 2022,"A zine-sized ttrpg by the creators of Apocalypse World, Under Hollow Hills, & The Wizard's Grimoire.",https://ksr-ugc.imgix.net/assets/038/281/958/821ae4398f8cb0e99f5d820beb3ed205_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1660575344&auto=format&frame=1&q=92&s=602b32697eb530716e0f9f3cf6c92720,"[size=14][b][url=https://www.kickstarter.com/projects/lumpleygames/the-thief-and-the-necromancer?ref=kicktraq]The Thief & the Necromancer[/url][/b][/size][q]A zine-sized ttrpg by the creators of Apocalypse World, Under Hollow Hills, & The Wizard's Grimoire.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/281/958/821ae4398f8cb0e99f5d820beb3ed205_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1660575344&auto=format&frame=1&q=92&s=602b32697eb530716e0f9f3cf6c92720[/inlineimg][/floatleft][b]Deadline:[/b]09-07-2022[url=https://kicktraq.com/projects/lumpleygames/the-thief-and-the-necromancer/][IMG]https://kicktraq.com/projects/lumpleygames/the-thief-and-the-necromancer//minichart.png[/IMG][/url]","$2,200.75",,"20,533.00",,
https://www.kickstarter.com/projects/steveconley/intoximancy/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9135244#item9135244,,https://kicktraq.com/projects/steveconley/intoximancy/,5E,,,Intoximancy: A boozy wizard subclass for 5e,September 8 2022,Y,USD,"9,719.00",1,"9,719.00",Y,N,Y,"$9,719",971.00%,Ended,9719,1676332270312,August 17 2022,"Your guide to becoming a drunken master of the mystic arts! Plus new spells, items, and creatures! #ZineQuest4",https://ksr-ugc.imgix.net/assets/038/268/542/463758890c0a9e59072d556879e1d827_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1660431953&auto=format&frame=1&q=92&s=4dcf738849b1bf74de140c4316d21161,"[size=14][b][url=https://www.kickstarter.com/projects/steveconley/intoximancy/?ref=kicktraq]Intoximancy: A boozy wizard subclass for 5e[/url][/b][/size][q]Your guide to becoming a drunken master of the mystic arts! Plus new spells, items, and creatures! #ZineQuest4[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/268/542/463758890c0a9e59072d556879e1d827_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1660431953&auto=format&frame=1&q=92&s=4dcf738849b1bf74de140c4316d21161[/inlineimg][/floatleft][b]Deadline:[/b]09-08-2022[url=https://kicktraq.com/projects/steveconley/intoximancy/][IMG]https://kicktraq.com/projects/steveconley/intoximancy//minichart.png[/IMG][/url]","$1,000.93",,"9,719.00",,
https://www.kickstarter.com/projects/mammothfactory/mammoth-chronicles-vol1-8-epic-miniatures-and-adventures/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9121977#item9121977,,https://kicktraq.com/projects/mammothfactory/mammoth-chronicles-vol1-8-epic-miniatures-and-adventures/,5E,,,Mammoth Chronicles: Book I - Epic Miniatures & Adventures,September 8 2022,Y,USD,"116,115.00",1,"116,115.00",Y,N,Y,"$116,115",5805.00%,Ended,116115,1676332270305,August 9 2022,"131 Premium STL miniatures made for 8 High-quality 5E adventures with 32 battlemaps, 81 statblocks NPC cards, magic items and more!",https://ksr-ugc.imgix.net/assets/038/053/419/c24ce281a2f8f0fd17c402605121be9e_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1658648798&auto=format&frame=1&q=92&s=f2903aaaa6288c952d0f1df4178a815d,"[size=14][b][url=https://www.kickstarter.com/projects/mammothfactory/mammoth-chronicles-vol1-8-epic-miniatures-and-adventures/?ref=kicktraq]Mammoth Chronicles: Book I - Epic Miniatures & Adventures[/url][/b][/size][q]131 Premium STL miniatures made for 8 High-quality 5E adventures with 32 battlemaps, 81 statblocks NPC cards, magic items and more![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/053/419/c24ce281a2f8f0fd17c402605121be9e_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1658648798&auto=format&frame=1&q=92&s=f2903aaaa6288c952d0f1df4178a815d[/inlineimg][/floatleft][b]Deadline:[/b]09-08-2022[url=https://kicktraq.com/projects/mammothfactory/mammoth-chronicles-vol1-8-epic-miniatures-and-adventures/][IMG]https://kicktraq.com/projects/mammothfactory/mammoth-chronicles-vol1-8-epic-miniatures-and-adventures//minichart.png[/IMG][/url]","$2,000.26",,"116,115.00",,
https://www.kickstarter.com/projects/440280137/one-shot-dungeons-for-5e-vol2-1/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9130688#item9130688,,https://kicktraq.com/projects/440280137/one-shot-dungeons-for-5e-vol2-1/,5E,,,One-shot Dungeons for 5E - Vol.2 - 1€,September 8 2022,Y,EUR,"2,163.00",1.00095,"2,165.05",Y,N,Y,"€2,163.00",4326.00%,Ended,2165.05,1676332270310,August 14 2022,Five new ready-to-use dungeons for D&D 5E,https://ksr-ugc.imgix.net/assets/037/338/183/9c9702a9b742f16acfa3f3d852f33f66_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1652804774&auto=format&frame=1&q=92&s=2968affe03f2197bf0ab6dbbbbd4e06a,[size=14][b][url=https://www.kickstarter.com/projects/440280137/one-shot-dungeons-for-5e-vol2-1/?ref=kicktraq]One-shot Dungeons for 5E - Vol.2 - 1€[/url][/b][/size][q]Five new ready-to-use dungeons for D&D 5E[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/037/338/183/9c9702a9b742f16acfa3f3d852f33f66_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1652804774&auto=format&frame=1&q=92&s=2968affe03f2197bf0ab6dbbbbd4e06a[/inlineimg][/floatleft][b]Deadline:[/b]09-08-2022[url=https://kicktraq.com/projects/440280137/one-shot-dungeons-for-5e-vol2-1/][IMG]https://kicktraq.com/projects/440280137/one-shot-dungeons-for-5e-vol2-1//minichart.png[/IMG][/url],$50.05,,"2,165.05",,
https://www.kickstarter.com/projects/uhstudiostoo/the-sundering-the-nation-beneath-our-feet/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9121973#item9121973,,https://kicktraq.com/projects/uhstudiostoo/the-sundering-the-nation-beneath-our-feet/,5E,,,The Sundering,September 8 2022,Y,USD,"54,404.00",1,"54,404.00",Y,N,Y,"$54,404",453.00%,Ended,54404,1676332270306,August 9 2022,"As the broken body of the Ashen God crashed into the sea, searing blades of flame reshaped the land. A brand new 5e adventure awaits!",https://ksr-ugc.imgix.net/assets/038/097/375/3bd23ac8ffb914e19e62b527dab93868_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1658996204&auto=format&frame=1&q=92&s=9a78f7f5da7db9997da38ebe94dde2e1,"[size=14][b][url=https://www.kickstarter.com/projects/uhstudiostoo/the-sundering-the-nation-beneath-our-feet/?ref=kicktraq]The Sundering[/url][/b][/size][q]As the broken body of the Ashen God crashed into the sea, searing blades of flame reshaped the land. A brand new 5e adventure awaits![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/097/375/3bd23ac8ffb914e19e62b527dab93868_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1658996204&auto=format&frame=1&q=92&s=9a78f7f5da7db9997da38ebe94dde2e1[/inlineimg][/floatleft][b]Deadline:[/b]09-08-2022[url=https://kicktraq.com/projects/uhstudiostoo/the-sundering-the-nation-beneath-our-feet/][IMG]https://kicktraq.com/projects/uhstudiostoo/the-sundering-the-nation-beneath-our-feet//minichart.png[/IMG][/url]","$12,009.71",,"54,404.00",,
https://www.kickstarter.com/projects/shanemichaelask/hello-my-name-is-adam-and-i-am-dead?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9153481#item9153481,,https://kicktraq.com/projects/shanemichaelask/hello-my-name-is-adam-and-i-am-dead/,non-5E,https://rpggeek.com/rpg/48770/mothership,,"Hello, My Name is Adam, and I Am Dead",September 8 2022,Y,CAD,"1,147.00",0.7644325,876.80,Y,N,Y,"$1,147 CAD",1147.00%,Ended,876.8,1676332270313,August 25 2022,Help a dead man solve his own murder in space in this Mothership module for Zine Quest 4!,https://ksr-ugc.imgix.net/assets/038/395/890/7731f3273e6b101558e25b38672e88bd_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1661498947&auto=format&frame=1&q=92&s=c15c9d19f235a090860c975c980e31a8,"[size=14][b][url=https://www.kickstarter.com/projects/shanemichaelask/hello-my-name-is-adam-and-i-am-dead?ref=kicktraq]Hello, My Name is Adam, and I Am Dead[/url][/b][/size][q]Help a dead man solve his own murder in space in this Mothership module for Zine Quest 4![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/395/890/7731f3273e6b101558e25b38672e88bd_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1661498947&auto=format&frame=1&q=92&s=c15c9d19f235a090860c975c980e31a8[/inlineimg][/floatleft][b]Deadline:[/b]09-08-2022[url=https://kicktraq.com/projects/shanemichaelask/hello-my-name-is-adam-and-i-am-dead/][IMG]https://kicktraq.com/projects/shanemichaelask/hello-my-name-is-adam-and-i-am-dead//minichart.png[/IMG][/url]",$76.44,,876.80,,1
https://www.kickstarter.com/projects/surgeryhead/help-squishy-campfire-catastrophe-get-finished/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9121938#item9121938,,https://kicktraq.com/projects/surgeryhead/help-squishy-campfire-catastrophe-get-finished/,non-5E,not in system,,Help SQUISHY:CAMPFIRE CATASTROPHE get finished!,September 8 2022,Y,USD,665.00,1,Not Funded,N,Y,N,$665,33.00%,Cancelled,0,1676332270307,August 9 2022,Generate your a haunted summer camp in the latest module for the SQUISHY horror TTRPG! All donations receive a playable demo!,https://ksr-ugc.imgix.net/assets/038/177/637/7f23ece03b6bf2fd38cd2ea995522132_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1659638387&auto=format&frame=1&q=92&s=fbd0bcfb1705bc0c4686fd04bcc24966,[size=14][b][url=https://www.kickstarter.com/projects/surgeryhead/help-squishy-campfire-catastrophe-get-finished/?ref=kicktraq]Help SQUISHY:CAMPFIRE CATASTROPHE get finished![/url][/b][/size][q]Generate your a haunted summer camp in the latest module for the SQUISHY horror TTRPG! All donations receive a playable demo![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/177/637/7f23ece03b6bf2fd38cd2ea995522132_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1659638387&auto=format&frame=1&q=92&s=fbd0bcfb1705bc0c4686fd04bcc24966[/inlineimg][/floatleft][b]Deadline:[/b]09-08-2022[url=https://kicktraq.com/projects/surgeryhead/help-squishy-campfire-catastrophe-get-finished/][IMG]https://kicktraq.com/projects/surgeryhead/help-squishy-campfire-catastrophe-get-finished//minichart.png[/IMG][/url],,2015.151515,,,
https://www.kickstarter.com/projects/marktaormino/maximum-mayhem-dungeons-reprints-special-2/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9126297#item9126297,,https://kicktraq.com/projects/marktaormino/maximum-mayhem-dungeons-reprints-special-2/,non-5E,https://rpggeek.com/rpg/1297/old-school-reference-and-index-compilation-osric,,Maximum Mayhem Dungeons: Reprints Special #2,September 8 2022,Y,USD,"6,453.00",1,"6,453.00",Y,N,Y,"$6,453",1290.00%,Ended,6453,1676332270308,August 9 2022,"Ten RPG soft cover Adventure Modules for use with OSRIC / 1E / 5E or adapt to D&D 5e, DCC, Pathfinder or OSR role-playing games!",https://ksr-ugc.imgix.net/assets/038/204/872/415f7b6e703ad09eb69d2b262f56a84b_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1659923151&auto=format&frame=1&q=92&s=a51585a9ee583ae25ab00c55fb28e659,"[size=14][b][url=https://www.kickstarter.com/projects/marktaormino/maximum-mayhem-dungeons-reprints-special-2/?ref=kicktraq]Maximum Mayhem Dungeons: Reprints Special #2[/url][/b][/size][q]Ten RPG soft cover Adventure Modules for use with OSRIC / 1E / 5E or adapt to D&D 5e, DCC, Pathfinder or OSR role-playing games![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/204/872/415f7b6e703ad09eb69d2b262f56a84b_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1659923151&auto=format&frame=1&q=92&s=a51585a9ee583ae25ab00c55fb28e659[/inlineimg][/floatleft][b]Deadline:[/b]09-08-2022[url=https://kicktraq.com/projects/marktaormino/maximum-mayhem-dungeons-reprints-special-2/][IMG]https://kicktraq.com/projects/marktaormino/maximum-mayhem-dungeons-reprints-special-2//minichart.png[/IMG][/url]",$500.23,,"6,453.00",1,
https://www.kickstarter.com/projects/joello/secret-of-the-black-crag/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9122003#item9122003,,https://kicktraq.com/projects/joello/secret-of-the-black-crag/,non-5E,https://rpggeek.com/rpg/58009/old-school-essentials-retro-adventure-game,,Secret of the Black Crag,September 8 2022,Y,USD,"37,485.00",1,"37,485.00",Y,N,Y,"$37,485",374.00%,Ended,37485,1676332270309,August 9 2022,An island hopping sandbox adventure module centered around a mysterious dungeon risen from the sea. Written for OSE by Chance Dudinack.,https://ksr-ugc.imgix.net/assets/038/058/475/8efeed0fe30e2d9ef1c4650c1a797e24_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1658705821&auto=format&frame=1&q=92&s=b0a9126431e0d261bbf28874eb37e77e,[size=14][b][url=https://www.kickstarter.com/projects/joello/secret-of-the-black-crag/?ref=kicktraq]Secret of the Black Crag[/url][/b][/size][q]An island hopping sandbox adventure module centered around a mysterious dungeon risen from the sea. Written for OSE by Chance Dudinack.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/058/475/8efeed0fe30e2d9ef1c4650c1a797e24_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1658705821&auto=format&frame=1&q=92&s=b0a9126431e0d261bbf28874eb37e77e[/inlineimg][/floatleft][b]Deadline:[/b]09-08-2022[url=https://kicktraq.com/projects/joello/secret-of-the-black-crag/][IMG]https://kicktraq.com/projects/joello/secret-of-the-black-crag//minichart.png[/IMG][/url],"$10,022.73",,"37,485.00",1,
https://www.kickstarter.com/projects/liminal-horror/tales-from-the-void-a-liminal-horror-anthology/?ref=kicktraq,https://rpggeek.com/geeklist/293485/kickstarter-rpg-game-books-2022?itemid=9132074#item9132074,,https://kicktraq.com/projects/liminal-horror/tales-from-the-void-a-liminal-horror-anthology/,non-5E,not in system,,Tales from the Void: A Liminal Horror Anthology,September 8 2022,Y,USD,"3,268.00",1,"3,268.00",Y,N,Y,"$3,268",435.00%,Ended,3268,1676332270311,August 15 2022,A miniseries of pamphlet adventures for the Liminal Horror tabletop role-playing game.,https://ksr-ugc.imgix.net/assets/038/229/615/b221aa89a27b34c16f51926d91279d38_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1660103557&auto=format&frame=1&q=92&s=7d899fc4c976ef13587d0a66292c69bb,[size=14][b][url=https://www.kickstarter.com/projects/liminal-horror/tales-from-the-void-a-liminal-horror-anthology/?ref=kicktraq]Tales from the Void: A Liminal Horror Anthology[/url][/b][/size][q]A miniseries of pamphlet adventures for the Liminal Horror tabletop role-playing game.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/229/615/b221aa89a27b34c16f51926d91279d38_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1660103557&auto=format&frame=1&q=92&s=7d899fc4c976ef13587d0a66292c69bb[/inlineimg][/floatleft][b]Deadline:[/b]09-08-2022[url=https://kicktraq.com/projects/liminal-horror/tales-from-the-void-a-liminal-horror-anthology/][IMG]https://kicktraq.com/projects/liminal-horror/tales-from-the-void-a-liminal-horror-anthology//minichart.png[/IMG][/url],$751.26,,"3,268.00",,
