,,,1754522970792,,,,,,,,,,,,,,,,,,,2025-10-24,,,,,,,,
https://www.kickstarter.com/projects/theamethystdragon/the-amethyst-dragons-hoard-of-everything/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10612517#10612517,,https://kicktraq.com/projects/theamethystdragon/the-amethyst-dragons-hoard-of-everything/,5E,,,The Amethyst Dragon's Hoard of Everything,April 18 2024,Y,USD,"6,917.00",1,Not Funded,N,N,N,"$6,917",30.00%,Ended,0,1739812326284,March 19 2024,"This 5E sourcebook for Adventurous Players & GMs is 575 pages filled with more than 1,700 original & useful options.",https://ksr-ugc.imgix.net/assets/044/393/492/56e485ef10cd92d23174fe4bd63cd343_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1710823909&auto=format&frame=1&q=92&s=e87d23248410de2e81c16b8e027d021d,"[size=14][b][url=https://www.kickstarter.com/projects/theamethystdragon/the-amethyst-dragons-hoard-of-everything/?ref=kicktraq]The Amethyst Dragon's Hoard of Everything[/url][/b][/size][q]This 5E sourcebook for Adventurous Players & GMs is 575 pages filled with more than 1,700 original & useful options.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/393/492/56e485ef10cd92d23174fe4bd63cd343_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1710823909&auto=format&frame=1&q=92&s=e87d23248410de2e81c16b8e027d021d[/inlineimg][/floatleft][b]Deadline:[/b]04-18-2024[url=https://kicktraq.com/projects/theamethystdragon/the-amethyst-dragons-hoard-of-everything/][IMG]https://kicktraq.com/projects/theamethystdragon/the-amethyst-dragons-hoard-of-everything//minichart.png[/IMG][/url]",,23056.66667,,,
https://www.kickstarter.com/projects/galandir/chronicles-of-ivria-the-dragons-dance-5e-supplement/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10612513#10612513,,https://kicktraq.com/projects/galandir/chronicles-of-ivria-the-dragons-dance-5e-supplement/,5E,,,Chronicles of Ivria : The Dragon's Dance - 5E Supplement,April 18 2024,Y,CAD,"3,268.00",0.72636,"2,373.74",Y,N,Y,"$3,268 CAD",1634.00%,Ended,2373.74,1739812326285,March 19 2024,"5E D&D supplement from the chronicles of Ivria. A Xianxia fantasy adventure with dragons, perfect for TTRPG lovers like DnD and else!",https://ksr-ugc.imgix.net/assets/043/974/529/98e6d5668578f9adaba8d158e64f3eb7_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1707712237&auto=format&frame=1&q=92&s=1935e49ebb0fea9e302046fc570656bf,"[size=14][b][url=https://www.kickstarter.com/projects/galandir/chronicles-of-ivria-the-dragons-dance-5e-supplement/?ref=kicktraq]Chronicles of Ivria : The Dragon's Dance - 5E Supplement[/url][/b][/size][q]5E D&D supplement from the chronicles of Ivria. A Xianxia fantasy adventure with dragons, perfect for TTRPG lovers like DnD and else![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/974/529/98e6d5668578f9adaba8d158e64f3eb7_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1707712237&auto=format&frame=1&q=92&s=1935e49ebb0fea9e302046fc570656bf[/inlineimg][/floatleft][b]Deadline:[/b]04-18-2024[url=https://kicktraq.com/projects/galandir/chronicles-of-ivria-the-dragons-dance-5e-supplement/][IMG]https://kicktraq.com/projects/galandir/chronicles-of-ivria-the-dragons-dance-5e-supplement//minichart.png[/IMG][/url]",$145.27,,"2,373.74",,
https://www.kickstarter.com/projects/gearwheelgrimoires/ars-mechanica-balmire-wilds-5-e-supplement/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10612514#10612514,,https://kicktraq.com/projects/gearwheelgrimoires/ars-mechanica-balmire-wilds-5-e-supplement/,5E,,,Ars Mechanica - Balmire Wilds - 5 E supplement,April 18 2024,Y,EUR,"5,673.00",1.064415,"6,038.43",Y,N,Y,"€5,673",2836.00%,Ended,6038.43,1739812326286,March 19 2024,"Adventurers, Victorians and dice rollers: Welcome to this steampunk D&D RPG supplement for any fan of TTRPG settings like DnD and else!",https://ksr-ugc.imgix.net/assets/044/078/199/ce8785a608f33b0142092a6e81894e32_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1708504913&auto=format&frame=1&q=92&s=f08052e92943a11755d6dccb57c899e0,"[size=14][b][url=https://www.kickstarter.com/projects/gearwheelgrimoires/ars-mechanica-balmire-wilds-5-e-supplement/?ref=kicktraq]Ars Mechanica - Balmire Wilds - 5 E supplement[/url][/b][/size][q]Adventurers, Victorians and dice rollers: Welcome to this steampunk D&D RPG supplement for any fan of TTRPG settings like DnD and else![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/078/199/ce8785a608f33b0142092a6e81894e32_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1708504913&auto=format&frame=1&q=92&s=f08052e92943a11755d6dccb57c899e0[/inlineimg][/floatleft][b]Deadline:[/b]04-18-2024[url=https://kicktraq.com/projects/gearwheelgrimoires/ars-mechanica-balmire-wilds-5-e-supplement/][IMG]https://kicktraq.com/projects/gearwheelgrimoires/ars-mechanica-balmire-wilds-5-e-supplement//minichart.png[/IMG][/url]",$212.92,,"6,038.43",,
https://www.kickstarter.com/projects/captainslogbook/the-captains-logbook-a-journey-of-adventures-for-5e/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10612528#10612528,,https://kicktraq.com/projects/captainslogbook/the-captains-logbook-a-journey-of-adventures-for-5e/,5E,,,The Captain's Logbook: 5E High Seas Adventure & Shipbuilding,April 18 2024,Y,CAD,"153,770.00",0.72636,"111,692.38",Y,N,Y,"$153,770 CAD",1537.00%,Ended,111692.38,1739812326286,March 19 2024,"Set Sail, Solve Mysteries, and Claim Your Bounty with new Character Subclasses, Monsters, Sea Combat Mechanics and Ship Customization",https://ksr-ugc.imgix.net/assets/044/354/766/9d27aecd6aacde69d05f770645f60a74_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1710487238&auto=format&frame=1&q=92&s=2b9c6502a17835776c03978ed862f96f,"[size=14][b][url=https://www.kickstarter.com/projects/captainslogbook/the-captains-logbook-a-journey-of-adventures-for-5e/?ref=kicktraq]The Captain's Logbook: 5E High Seas Adventure & Shipbuilding[/url][/b][/size][q]Set Sail, Solve Mysteries, and Claim Your Bounty with new Character Subclasses, Monsters, Sea Combat Mechanics and Ship Customization[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/354/766/9d27aecd6aacde69d05f770645f60a74_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1710487238&auto=format&frame=1&q=92&s=2b9c6502a17835776c03978ed862f96f[/inlineimg][/floatleft][b]Deadline:[/b]04-18-2024[url=https://kicktraq.com/projects/captainslogbook/the-captains-logbook-a-journey-of-adventures-for-5e/][IMG]https://kicktraq.com/projects/captainslogbook/the-captains-logbook-a-journey-of-adventures-for-5e//minichart.png[/IMG][/url]","$7,266.91",,"111,692.38",,
https://www.kickstarter.com/projects/mosey/the-quest-for-owlbear-milk/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10612548#10612548,,https://kicktraq.com/projects/mosey/the-quest-for-owlbear-milk/,5E,,,The Quest for Owlbear Milk,April 18 2024,Y,USD,"3,285.00",1,"3,285.00",Y,N,Y,"$3,285",576.00%,Ended,3285,1739812326287,March 19 2024,A whimsical adventure for characters seeking the mystical milk of an owlbear. Born of legend and compatible with 5e.,https://ksr-ugc.imgix.net/assets/044/205/689/a76524c753a75379d98ffe86fcc346d7_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1709407217&auto=format&frame=1&q=92&s=f4494b5d8ed35d2d96e04a4e7f73aee3,[size=14][b][url=https://www.kickstarter.com/projects/mosey/the-quest-for-owlbear-milk/?ref=kicktraq]The Quest for Owlbear Milk[/url][/b][/size][q]A whimsical adventure for characters seeking the mystical milk of an owlbear. Born of legend and compatible with 5e.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/205/689/a76524c753a75379d98ffe86fcc346d7_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1709407217&auto=format&frame=1&q=92&s=f4494b5d8ed35d2d96e04a4e7f73aee3[/inlineimg][/floatleft][b]Deadline:[/b]04-18-2024[url=https://kicktraq.com/projects/mosey/the-quest-for-owlbear-milk/][IMG]https://kicktraq.com/projects/mosey/the-quest-for-owlbear-milk//minichart.png[/IMG][/url],$570.31,,"3,285.00",,
https://www.kickstarter.com/projects/battlesauce/battlesauce-rpbg-cookbook-print-edition/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10615593#10615593,,https://kicktraq.com/projects/battlesauce/battlesauce-rpbg-cookbook-print-edition/,RPG,,,BattleSauce RPBG CookBook Print Edition,April 18 2024,Y,USD,"4,149.00",1,Not Funded,N,Y,N,"$4,149",27.00%,Cancelled,0,1739812326287,March 19 2024,"RolePlaying with all of the Flavor and none of the fat, combining the highlights of RPGs and BoardGames.",https://ksr-ugc.imgix.net/assets/042/193/222/1fbfead74c5f6631d7eb32f631663f0c_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693936410&auto=format&frame=1&q=92&s=61549e703d3176c18c2780610d23a616,"[size=14][b][url=https://www.kickstarter.com/projects/battlesauce/battlesauce-rpbg-cookbook-print-edition/?ref=kicktraq]BattleSauce RPBG CookBook Print Edition[/url][/b][/size][q]RolePlaying with all of the Flavor and none of the fat, combining the highlights of RPGs and BoardGames.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/042/193/222/1fbfead74c5f6631d7eb32f631663f0c_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1693936410&auto=format&frame=1&q=92&s=61549e703d3176c18c2780610d23a616[/inlineimg][/floatleft][b]Deadline:[/b]04-18-2024[url=https://kicktraq.com/projects/battlesauce/battlesauce-rpbg-cookbook-print-edition/][IMG]https://kicktraq.com/projects/battlesauce/battlesauce-rpbg-cookbook-print-edition//minichart.png[/IMG][/url]",,15366.66667,,,
https://www.kickstarter.com/projects/crescentchimera/astroprisma/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10612545#10612545,,https://kicktraq.com/projects/crescentchimera/astroprisma/,RPG,,,ASTROPRISMA,April 18 2024,Y,EUR,"385,575.00",1.064415,"410,411.81",Y,N,Y,"€385,575",7711.00%,Ended,410411.81,1739812326288,March 19 2024,A solo sci-fi RPG of space exploration and faction conflict set in a retrofuturistic universe,https://ksr-ugc.imgix.net/assets/043/586/413/3b6fc5be0f4dfdb7f87245cf22668070_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1704719668&auto=format&frame=1&q=92&s=b0dc0c623fc69dc631b79ff83a59e609,[size=14][b][url=https://www.kickstarter.com/projects/crescentchimera/astroprisma/?ref=kicktraq]ASTROPRISMA[/url][/b][/size][q]A solo sci-fi RPG of space exploration and faction conflict set in a retrofuturistic universe[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/586/413/3b6fc5be0f4dfdb7f87245cf22668070_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1704719668&auto=format&frame=1&q=92&s=b0dc0c623fc69dc631b79ff83a59e609[/inlineimg][/floatleft][b]Deadline:[/b]04-18-2024[url=https://kicktraq.com/projects/crescentchimera/astroprisma/][IMG]https://kicktraq.com/projects/crescentchimera/astroprisma//minichart.png[/IMG][/url],"$5,322.42",,"410,411.81",,
https://www.kickstarter.com/projects/458886079/slave-maids-of-gomorrah-iv/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10691099#10691099,,https://kicktraq.com/projects/458886079/slave-maids-of-gomorrah-iv/,RPG,,,Slave Maids of Gomorrah IV!,April 18 2024,Y,USD,"1,992.00",1,"1,992.00",Y,N,Y,"$1,992",199.00%,Ended,1992,1739812326288,April 2 2024,"An action comedy RPG of laser katanas, space orcs, and latex spacesuits in a galaxy at war.",https://i.kickstarter.com/assets/044/486/394/49011b487fad2717908601a3c5cabc0b_original.png?anim=false&fit=crop&gravity=faces&height=90&origin=ugc&q=92&width=160&sig=BKMdDxq7p5HYPXwm8vbn5LKxxB0t6jTLnydlh2okJcQ%3D,"[size=14][b][url=https://www.kickstarter.com/projects/458886079/slave-maids-of-gomorrah-iv/?ref=kicktraq]Slave Maids of Gomorrah IV![/url][/b][/size][q]An action comedy RPG of laser katanas, space orcs, and latex spacesuits in a galaxy at war.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/044/486/394/49011b487fad2717908601a3c5cabc0b_original.png?anim=false&fit=crop&gravity=faces&height=90&origin=ugc&q=92&width=160&sig=BKMdDxq7p5HYPXwm8vbn5LKxxB0t6jTLnydlh2okJcQ%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-18-2024[url=https://kicktraq.com/projects/458886079/slave-maids-of-gomorrah-iv/][IMG]https://kicktraq.com/projects/458886079/slave-maids-of-gomorrah-iv//minichart.png[/IMG][/url]","$1,001.01",,"1,992.00",,
https://www.kickstarter.com/projects/storybakerpg/storybake/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10591385#10591385,,https://kicktraq.com/projects/storybakerpg/storybake/,RPG,,,StoryBake,April 19 2024,Y,USD,"6,032.00",1,"6,032.00",Y,N,Y,"$6,032",120.00%,Ended,6032,1739812326289,March 10 2024,A TTRPG system about being a magical baker! With 10 unique Specializations and 8 pre-written adventures with inspired recipes!,https://ksr-ugc.imgix.net/assets/043/827/554/6da00ba229a5967873d1ffad183d69af_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1706567360&auto=format&frame=1&q=92&s=852ab9111c21c790eadf6814c5740915,[size=14][b][url=https://www.kickstarter.com/projects/storybakerpg/storybake/?ref=kicktraq]StoryBake[/url][/b][/size][q]A TTRPG system about being a magical baker! With 10 unique Specializations and 8 pre-written adventures with inspired recipes![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/827/554/6da00ba229a5967873d1ffad183d69af_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1706567360&auto=format&frame=1&q=92&s=852ab9111c21c790eadf6814c5740915[/inlineimg][/floatleft][b]Deadline:[/b]04-19-2024[url=https://kicktraq.com/projects/storybakerpg/storybake/][IMG]https://kicktraq.com/projects/storybakerpg/storybake//minichart.png[/IMG][/url],"$5,026.67",,"6,032.00",,
https://www.kickstarter.com/projects/ardann/1-one-shot-east-wren-gala/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10615591#10615591,,https://kicktraq.com/projects/ardann/1-one-shot-east-wren-gala/,5E,,,€1 One Shot: East Wren Gala,April 19 2024,Y,EUR,"1,690.00",1.06705,"1,803.31",Y,N,Y,"€1,690",3379.00%,Ended,1803.31,1739812326290,March 20 2024,A 5e Compatible Gala & Murder Mystery Adventure,https://ksr-ugc.imgix.net/assets/044/250/795/8527a0c95a6fbee511e440fff837362f_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1709735442&auto=format&frame=1&q=92&s=b73c58552cf8e474f7107fcb6f475f22,[size=14][b][url=https://www.kickstarter.com/projects/ardann/1-one-shot-east-wren-gala/?ref=kicktraq]€1 One Shot: East Wren Gala[/url][/b][/size][q]A 5e Compatible Gala & Murder Mystery Adventure[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/250/795/8527a0c95a6fbee511e440fff837362f_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1709735442&auto=format&frame=1&q=92&s=b73c58552cf8e474f7107fcb6f475f22[/inlineimg][/floatleft][b]Deadline:[/b]04-19-2024[url=https://kicktraq.com/projects/ardann/1-one-shot-east-wren-gala/][IMG]https://kicktraq.com/projects/ardann/1-one-shot-east-wren-gala//minichart.png[/IMG][/url],$53.37,,"1,803.31",,
https://www.kickstarter.com/projects/chosenttrpg/chosen-2/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10615590#10615590,,https://kicktraq.com/projects/chosenttrpg/chosen-2/,RPG,,,Chosen,April 19 2024,Y,USD,"4,116.00",1,"4,116.00",Y,N,Y,"$4,116",257.00%,Ended,4116,1739812326292,March 20 2024,"Hunt demons, eldritch horrors, and more in a world consumed by darkness. You are Chosen, but can you survive? (Supports 1-4 players)",https://ksr-ugc.imgix.net/assets/044/392/864/734ba3f95b01044b8428fefd4a802012_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1710818430&auto=format&frame=1&q=92&s=fdba1742aaf852ca7917afbd8742baf5,"[size=14][b][url=https://www.kickstarter.com/projects/chosenttrpg/chosen-2/?ref=kicktraq]Chosen[/url][/b][/size][q]Hunt demons, eldritch horrors, and more in a world consumed by darkness. You are Chosen, but can you survive? (Supports 1-4 players)[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/392/864/734ba3f95b01044b8428fefd4a802012_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1710818430&auto=format&frame=1&q=92&s=fdba1742aaf852ca7917afbd8742baf5[/inlineimg][/floatleft][b]Deadline:[/b]04-19-2024[url=https://kicktraq.com/projects/chosenttrpg/chosen-2/][IMG]https://kicktraq.com/projects/chosenttrpg/chosen-2//minichart.png[/IMG][/url]","$1,601.56",,"4,116.00",,
https://www.kickstarter.com/projects/everafterprint/a-queer-and-cozy-mystery-adventure-for-5e/?ref=kicktraq,https://www.kickstarter.com/projects/everafterprint/a-queer-and-cozy-mystery-adventure-for-5e/?ref=kicktraq,,https://kicktraq.com/projects/everafterprint/a-queer-and-cozy-mystery-adventure-for-5e/,5E,,,A Queer & Cozy Mystery Adventure for 5e,April 19 2024,Y,EUR,"3,585.00",1.06705,"3,825.37",Y,N,Y,"€3,585",717.00%,Ended,3825.37,1739812326292,March 22 2024,A Cozy Mystery Adventure for Fifth Edition (DnD/Fantasy RPG),https://ksr-ugc.imgix.net/assets/044/375/451/f2def748c6d84cdb913f115717bbe512_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1710688069&auto=format&frame=1&q=92&s=1be8b9216b022689c4a2b94840a59a07,[size=14][b][url=https://www.kickstarter.com/projects/everafterprint/a-queer-and-cozy-mystery-adventure-for-5e/?ref=kicktraq]A Queer & Cozy Mystery Adventure for 5e[/url][/b][/size][q]A Cozy Mystery Adventure for Fifth Edition (DnD/Fantasy RPG)[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/375/451/f2def748c6d84cdb913f115717bbe512_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1710688069&auto=format&frame=1&q=92&s=1be8b9216b022689c4a2b94840a59a07[/inlineimg][/floatleft][b]Deadline:[/b]04-19-2024[url=https://kicktraq.com/projects/everafterprint/a-queer-and-cozy-mystery-adventure-for-5e/][IMG]https://kicktraq.com/projects/everafterprint/a-queer-and-cozy-mystery-adventure-for-5e//minichart.png[/IMG][/url],$533.53,,"3,825.37",,
https://www.kickstarter.com/projects/rikkig/that-rug-a-game-of-midnight-investigations/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10641861#10641861,,https://kicktraq.com/projects/rikkig/that-rug-a-game-of-midnight-investigations/,RPG,,,That Rug: A Game of Midnight Investigations,April 19 2024,Y,USD,"1,859.00",1,"1,859.00",Y,N,Y,"$1,859",464.00%,Ended,1859,1739812326293,April 1 2024,"an original TTRPG zine inspired by Goosebumps, Stranger Things, the mysteries of untamed suburbia, and children's play rugs",https://ksr-ugc.imgix.net/assets/043/707/738/7006a07bc08c3efe0a36e149693eff7f_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1705605983&auto=format&frame=1&q=92&s=06b69923cd954a8a5b0a45d15aa6ce44,"[size=14][b][url=https://www.kickstarter.com/projects/rikkig/that-rug-a-game-of-midnight-investigations/?ref=kicktraq]That Rug: A Game of Midnight Investigations[/url][/b][/size][q]an original TTRPG zine inspired by Goosebumps, Stranger Things, the mysteries of untamed suburbia, and children's play rugs[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/707/738/7006a07bc08c3efe0a36e149693eff7f_original.jpg?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1705605983&auto=format&frame=1&q=92&s=06b69923cd954a8a5b0a45d15aa6ce44[/inlineimg][/floatleft][b]Deadline:[/b]04-19-2024[url=https://kicktraq.com/projects/rikkig/that-rug-a-game-of-midnight-investigations/][IMG]https://kicktraq.com/projects/rikkig/that-rug-a-game-of-midnight-investigations//minichart.png[/IMG][/url]",$400.65,,"1,859.00",,
https://www.kickstarter.com/projects/exaltedfuneral/mystic-punks-table-top-roleplaying-game/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10615588#10615588,,https://kicktraq.com/projects/exaltedfuneral/mystic-punks-table-top-roleplaying-game/,RPG,,,Mystic Punks Tabletop Roleplaying Game,April 20 2024,Y,USD,"48,812.00",1,"48,812.00",Y,N,Y,"$48,812",108.00%,Ended,48812,1739812326295,March 20 2024,You and your fellow Punks must save the world from paranormal threats!,https://ksr-ugc.imgix.net/assets/043/904/734/e25f6b544d9d01bf9d124f699a4d261a_original.PNG?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1707155525&auto=format&frame=1&q=92&s=9f2698d5382aa77d02b12668e1064595,[size=14][b][url=https://www.kickstarter.com/projects/exaltedfuneral/mystic-punks-table-top-roleplaying-game/?ref=kicktraq]Mystic Punks Tabletop Roleplaying Game[/url][/b][/size][q]You and your fellow Punks must save the world from paranormal threats![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/043/904/734/e25f6b544d9d01bf9d124f699a4d261a_original.PNG?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1707155525&auto=format&frame=1&q=92&s=9f2698d5382aa77d02b12668e1064595[/inlineimg][/floatleft][b]Deadline:[/b]04-20-2024[url=https://kicktraq.com/projects/exaltedfuneral/mystic-punks-table-top-roleplaying-game/][IMG]https://kicktraq.com/projects/exaltedfuneral/mystic-punks-table-top-roleplaying-game//minichart.png[/IMG][/url],"$45,196.30",,"48,812.00",,
https://www.kickstarter.com/projects/culverinmodels/convent-of-cleansing-5e-dungeon-crawl/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10619307#10619307,,https://kicktraq.com/projects/culverinmodels/convent-of-cleansing-5e-dungeon-crawl/,5E,,,Convent of Cleansing: 5e Dungeon Crawl,April 20 2024,Y,GBP,299.00,1.2369,369.83,Y,N,Y,£299,199.00%,Ended,369.83,1739812326296,March 21 2024,A blood soaked 5e dungeon crawl through a convent filled with evil creatures and dangerous traps!,https://ksr-ugc.imgix.net/assets/044/422/569/576468098c21c1ff969e05c96ac8cadd_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1711021900&auto=format&frame=1&q=92&s=0ecd9131249c52adcdaaddd0bc8c98f6,[size=14][b][url=https://www.kickstarter.com/projects/culverinmodels/convent-of-cleansing-5e-dungeon-crawl/?ref=kicktraq]Convent of Cleansing: 5e Dungeon Crawl[/url][/b][/size][q]A blood soaked 5e dungeon crawl through a convent filled with evil creatures and dangerous traps![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/422/569/576468098c21c1ff969e05c96ac8cadd_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1711021900&auto=format&frame=1&q=92&s=0ecd9131249c52adcdaaddd0bc8c98f6[/inlineimg][/floatleft][b]Deadline:[/b]04-20-2024[url=https://kicktraq.com/projects/culverinmodels/convent-of-cleansing-5e-dungeon-crawl/][IMG]https://kicktraq.com/projects/culverinmodels/convent-of-cleansing-5e-dungeon-crawl//minichart.png[/IMG][/url],$185.85,,369.83,,
https://www.kickstarter.com/projects/fantasyforge/the-vampire-lord-and-the-void-knight-dnd-5e-module/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10619304#10619304,,https://kicktraq.com/projects/fantasyforge/the-vampire-lord-and-the-void-knight-dnd-5e-module/,5E,,,The Vampire Lord and The Void Knight - DnD 5E Module,April 21 2024,Y,EUR,"3,785.00",1.0658,"4,034.05",Y,N,Y,"€3,785",1261.00%,Ended,4034.05,1739812326296,March 22 2024,A new way to express your fantasy via the bloody majesty of the Vampire Lord and the ethereal darkness of the Void Knight.,https://ksr-ugc.imgix.net/assets/044/306/455/51edb72a1d9abe3b502c3ef6547329ba_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1710173128&auto=format&frame=1&q=92&s=1fe2911013cd1125fc1d6cff1b0c7c67,[size=14][b][url=https://www.kickstarter.com/projects/fantasyforge/the-vampire-lord-and-the-void-knight-dnd-5e-module/?ref=kicktraq]The Vampire Lord and The Void Knight - DnD 5E Module[/url][/b][/size][q]A new way to express your fantasy via the bloody majesty of the Vampire Lord and the ethereal darkness of the Void Knight.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/044/306/455/51edb72a1d9abe3b502c3ef6547329ba_original.png?ixlib=rb-4.1.0&crop=faces&w=160&h=90&fit=crop&v=1710173128&auto=format&frame=1&q=92&s=1fe2911013cd1125fc1d6cff1b0c7c67[/inlineimg][/floatleft][b]Deadline:[/b]04-21-2024[url=https://kicktraq.com/projects/fantasyforge/the-vampire-lord-and-the-void-knight-dnd-5e-module/][IMG]https://kicktraq.com/projects/fantasyforge/the-vampire-lord-and-the-void-knight-dnd-5e-module//minichart.png[/IMG][/url],$319.91,,"4,034.05",,
