,,,1765838930138,,,,,77,,,,,,,,,,,,,,2025-10-24,,,,,,,
https://www.kickstarter.com/projects/tbmgames/rust-moon-a-western-inspired-campaign-setting-for-5e/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11959973#11959973,,https://kicktraq.com/projects/tbmgames/rust-moon-a-western-inspired-campaign-setting-for-5e/,5E,,,Rust Moon: A Western-Inspired Campaign Setting for 5E,August 17 2025,Y,USD,"6,145.00",1,"6,145.00",Y,N,Y,"$6,145",136.00%,Ended,6145,1765839026202,July 18 2025,"Disparate towns are besieged by Lycans, and their apathetic government offers no help... Will you be the heroes Rust Moon needs?",https://i.kickstarter.com/assets/050/068/928/037314871ae14c7d39984f4fd7b2d368_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1752711053&width=160&sig=G2XiMDWP8D0agfuj5lN63DH%2BlPjCwIifFmDsyaRoYno%3D,"[size=14][b][url=https://www.kickstarter.com/projects/tbmgames/rust-moon-a-western-inspired-campaign-setting-for-5e/?ref=kicktraq]Rust Moon: A Western-Inspired Campaign Setting for 5E[/url][/b][/size][q]Disparate towns are besieged by Lycans, and their apathetic government offers no help... Will you be the heroes Rust Moon needs?[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/050/068/928/037314871ae14c7d39984f4fd7b2d368_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1752711053&width=160&sig=G2XiMDWP8D0agfuj5lN63DH%2BlPjCwIifFmDsyaRoYno%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-17-2025[url=https://kicktraq.com/projects/tbmgames/rust-moon-a-western-inspired-campaign-setting-for-5e/][IMG]https://kicktraq.com/projects/tbmgames/rust-moon-a-western-inspired-campaign-setting-for-5e//minichart.png[/IMG][/url]",6145,4518.382353,,
https://www.kickstarter.com/projects/sidequests/sidequests-tavern-tales-5e-and-55e/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12013624#12013624,,https://kicktraq.com/projects/sidequests/sidequests-tavern-tales-5e-and-55e/,5E,,,SideQuests: Tavern Tales (5e & 5.5e),August 17 2025,Y,CAD,"1,845.00",0.72381,"1,335.43",Y,N,Y,"$1,845 CAD",184.00%,Ended,1335.43,1765839026203,August 7 2025,"A collection of 12 easy oneshot adventures, designed to get your players out of a tavern and into your world!",https://i.kickstarter.com/assets/050/338/108/73a643dcb66d96b390d4334accb6087e_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1754590156&width=160&sig=Cr0BKNxko%2BDqbA%2B3L0mwp7m%2FHV3yT2BCuMEDwp3Pzj8%3D,"[size=14][b][url=https://www.kickstarter.com/projects/sidequests/sidequests-tavern-tales-5e-and-55e/?ref=kicktraq]SideQuests: Tavern Tales (5e & 5.5e)[/url][/b][/size][q]A collection of 12 easy oneshot adventures, designed to get your players out of a tavern and into your world![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/050/338/108/73a643dcb66d96b390d4334accb6087e_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1754590156&width=160&sig=Cr0BKNxko%2BDqbA%2B3L0mwp7m%2FHV3yT2BCuMEDwp3Pzj8%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-17-2025[url=https://kicktraq.com/projects/sidequests/sidequests-tavern-tales-5e-and-55e/][IMG]https://kicktraq.com/projects/sidequests/sidequests-tavern-tales-5e-and-55e//minichart.png[/IMG][/url]",1335.42945,725.776875,,
https://www.kickstarter.com/projects/gaxxworx/burningman/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11961081#11961081,,https://kicktraq.com/projects/gaxxworx/burningman/,5E,,,Burning Man- a 5e Adventure for levels 1-2,August 18 2025,Y,USD,"8,259.00",1,"8,259.00",Y,N,Y,"$8,259",330.00%,Ended,8259,1765839026204,July 19 2025,Flame sparks chaos in Nassir! Sinister forces prey upon the weak in this exciting 5e scenario set in Luke Gygax’s world of Okkorim!,https://i.kickstarter.com/assets/050/051/622/23d0e25266038e7c1675ba251a44fce0_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1752609939&width=160&sig=vk0NJqW7X1mL1e0l6IcCrOVLBlxJEB3nLmnHSqKb6Fw%3D,[size=14][b][url=https://www.kickstarter.com/projects/gaxxworx/burningman/?ref=kicktraq]Burning Man- a 5e Adventure for levels 1-2[/url][/b][/size][q]Flame sparks chaos in Nassir! Sinister forces prey upon the weak in this exciting 5e scenario set in Luke Gygax’s world of Okkorim![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/050/051/622/23d0e25266038e7c1675ba251a44fce0_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1752609939&width=160&sig=vk0NJqW7X1mL1e0l6IcCrOVLBlxJEB3nLmnHSqKb6Fw%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-18-2025[url=https://kicktraq.com/projects/gaxxworx/burningman/][IMG]https://kicktraq.com/projects/gaxxworx/burningman//minichart.png[/IMG][/url],8259,2502.727273,,
https://www.kickstarter.com/projects/ericfrombloatgames/cryptid-monster-cards/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12008165#12008165,,https://kicktraq.com/projects/ericfrombloatgames/cryptid-monster-cards/,5E,https://rpggeek.com/rpg/58009/old-school-essentials-retro-adventure-game | https://rpggeek.com/rpg/63572/survive-this-fantasy,,"Cryptid Monster Cards for 5e, OSE, and SURVIVE THIS!! TTRPGs",August 18 2025,Y,USD,"1,793.00",1,"1,793.00",Y,N,Y,"$1,793",134.00%,Ended,1793,1765839026205,August 5 2025,"Tarot-sized monster cards with art and full stats. Featuring Bigfoot, Mothman, Jersey Devil, and more!",https://i.kickstarter.com/assets/050/264/343/a4455aed96b814cb3c2887075bd98e9f_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1754088423&width=160&sig=T7E21DZulZgtRh43a2lNWf%2FNuETfF6fXEmdUYFY8HxQ%3D,"[size=14][b][url=https://www.kickstarter.com/projects/ericfrombloatgames/cryptid-monster-cards/?ref=kicktraq]Cryptid Monster Cards for 5e, OSE, and SURVIVE THIS!! TTRPGs[/url][/b][/size][q]Tarot-sized monster cards with art and full stats. Featuring Bigfoot, Mothman, Jersey Devil, and more![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/050/264/343/a4455aed96b814cb3c2887075bd98e9f_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1754088423&width=160&sig=T7E21DZulZgtRh43a2lNWf%2FNuETfF6fXEmdUYFY8HxQ%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-18-2025[url=https://kicktraq.com/projects/ericfrombloatgames/cryptid-monster-cards/][IMG]https://kicktraq.com/projects/ericfrombloatgames/cryptid-monster-cards//minichart.png[/IMG][/url]",1793,1338.059701,1,
https://www.kickstarter.com/projects/528480252/riddles-and-mysteries-100-enigmas-for-rpg-adventurers/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11888518#11888518,,https://kicktraq.com/projects/528480252/riddles-and-mysteries-100-enigmas-for-rpg-adventurers/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Riddles & Mysteries: 100 Enigmas for RPG Adventurers,August 19 2025,Y,EUR,271.00,1.16161,Not Funded,N,Y,N,€271,54.00%,Cancelled,0,1765839026206,June 20 2025,A PDF book to challenge your player at your table. Usable in all type offantasy setting,https://i.kickstarter.com/assets/049/650/282/3acf6f257a2a7ec4bf13a1f8d15e484b_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1749730454&width=160&sig=ukQDqkpTcGsRn0GDDaN%2BJuLRJ0sv6%2FzV7YISLkW0EWE%3D,[size=14][b][url=https://www.kickstarter.com/projects/528480252/riddles-and-mysteries-100-enigmas-for-rpg-adventurers/?ref=kicktraq]Riddles & Mysteries: 100 Enigmas for RPG Adventurers[/url][/b][/size][q]A PDF book to challenge your player at your table. Usable in all type offantasy setting[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/049/650/282/3acf6f257a2a7ec4bf13a1f8d15e484b_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1749730454&width=160&sig=ukQDqkpTcGsRn0GDDaN%2BJuLRJ0sv6%2FzV7YISLkW0EWE%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-19-2025[url=https://kicktraq.com/projects/528480252/riddles-and-mysteries-100-enigmas-for-rpg-adventurers/][IMG]https://kicktraq.com/projects/528480252/riddles-and-mysteries-100-enigmas-for-rpg-adventurers//minichart.png[/IMG][/url],0,582.9561296,,
https://www.kickstarter.com/projects/paper-quest/the-deck-of-undead-things/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11954363#11954363,,https://kicktraq.com/projects/paper-quest/the-deck-of-undead-things/,5E,,,The Deck of Undead Things - D&D 5e Supplement,August 19 2025,Y,EUR,"2,061.00",1.16459853,"2,400.24",Y,N,Y,"€2,061",412.00%,Ended,2400.24,1765839026207,July 15 2025,An eerie deck of undead tarot cards for D&D 5e and a sinister handout. Will the spirits grant you power… or damnation?,https://i.kickstarter.com/assets/049/635/806/01bea22107a744d4c58108c50551fad5_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1749639547&width=160&sig=9T%2BES1ha6DRRWOqF3MqcQKQwYvFQqxdBBEZ8xXh8Z4U%3D,[size=14][b][url=https://www.kickstarter.com/projects/paper-quest/the-deck-of-undead-things/?ref=kicktraq]The Deck of Undead Things - D&D 5e Supplement[/url][/b][/size][q]An eerie deck of undead tarot cards for D&D 5e and a sinister handout. Will the spirits grant you power… or damnation?[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/049/635/806/01bea22107a744d4c58108c50551fad5_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1749639547&width=160&sig=9T%2BES1ha6DRRWOqF3MqcQKQwYvFQqxdBBEZ8xXh8Z4U%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-19-2025[url=https://kicktraq.com/projects/paper-quest/the-deck-of-undead-things/][IMG]https://kicktraq.com/projects/paper-quest/the-deck-of-undead-things//minichart.png[/IMG][/url],2400.23757,582.5819345,,
https://www.kickstarter.com/projects/alexandergoldman/inventures/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11988832#11988832,,https://kicktraq.com/projects/alexandergoldman/inventures/,RPG,,,Inventures: The ultimate adventure storytelling game,August 19 2025,Y,USD,"4,888.00",1,Not Funded,N,Y,Y,"$4,888",139.00%,Cancelled,0,1765839026208,July 30 2025,"Challenging co-op adventures you create together as you play. Fantasy, sci-fi, any setting imaginable!",https://i.kickstarter.com/assets/049/597/097/74e5314f7257effbb562980fcb0a75c6_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1749418557&width=160&sig=FPpt5tOxSUAcSF2TkPDtuqvYj%2B45TrPrJm5q9zt4BPo%3D,"[size=14][b][url=https://www.kickstarter.com/projects/alexandergoldman/inventures/?ref=kicktraq]Inventures: The ultimate adventure storytelling game[/url][/b][/size][q]Challenging co-op adventures you create together as you play. Fantasy, sci-fi, any setting imaginable![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/049/597/097/74e5314f7257effbb562980fcb0a75c6_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1749418557&width=160&sig=FPpt5tOxSUAcSF2TkPDtuqvYj%2B45TrPrJm5q9zt4BPo%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-19-2025[url=https://kicktraq.com/projects/alexandergoldman/inventures/][IMG]https://kicktraq.com/projects/alexandergoldman/inventures//minichart.png[/IMG][/url]",0,3516.546763,,
https://www.kickstarter.com/projects/dejaboo/cadabrose/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11888514#11888514,,https://kicktraq.com/projects/dejaboo/cadabrose/,RPG,,,CADABROSÉ,August 20 2025,Y,USD,681.00,1,Not Funded,N,N,N,$681,6.00%,Ended,0,1765839026209,June 21 2025,"Trick, Fight & Adventure your way through St. Verlain, in a unique TTRPG experience.",https://i.kickstarter.com/assets/049/761/010/78fe7612d9ea71852124cd4bad485869_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1750488429&width=160&sig=0vrY0ELdK3iAEPjnB2AA5ROK4Xt2YhBKr3q7sKGT1ek%3D,"[size=14][b][url=https://www.kickstarter.com/projects/dejaboo/cadabrose/?ref=kicktraq]CADABROSÉ[/url][/b][/size][q]Trick, Fight & Adventure your way through St. Verlain, in a unique TTRPG experience.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/049/761/010/78fe7612d9ea71852124cd4bad485869_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1750488429&width=160&sig=0vrY0ELdK3iAEPjnB2AA5ROK4Xt2YhBKr3q7sKGT1ek%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-20-2025[url=https://kicktraq.com/projects/dejaboo/cadabrose/][IMG]https://kicktraq.com/projects/dejaboo/cadabrose//minichart.png[/IMG][/url]",0,11350,,
https://www.kickstarter.com/projects/hiddenhoard/the-healers-secret-for-dandd-5e/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11966300#11966300,,https://kicktraq.com/projects/hiddenhoard/the-healers-secret-for-dandd-5e/,5E,,,The Healer's Secret for D&D 5e,August 20 2025,Y,EUR,"1,468.00",1.1651,"1,710.37",Y,N,Y,"€1,468",734.00%,Ended,1710.37,1765839026210,July 21 2025,"Explore a cursed forest, uncover dark secrets, and confront a hidden evil in this ready-to-run adventure fully compatible with DnD 5e.",https://i.kickstarter.com/assets/050/052/231/87398e9912d7e6636a0f39c92b3b0060_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1752612738&width=160&sig=u9iUGPv46ubNDIj3nZ443uBv9%2B1u9V1k7JqWFBWO9Go%3D,"[size=14][b][url=https://www.kickstarter.com/projects/hiddenhoard/the-healers-secret-for-dandd-5e/?ref=kicktraq]The Healer's Secret for D&D 5e[/url][/b][/size][q]Explore a cursed forest, uncover dark secrets, and confront a hidden evil in this ready-to-run adventure fully compatible with DnD 5e.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/050/052/231/87398e9912d7e6636a0f39c92b3b0060_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1752612738&width=160&sig=u9iUGPv46ubNDIj3nZ443uBv9%2B1u9V1k7JqWFBWO9Go%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-20-2025[url=https://kicktraq.com/projects/hiddenhoard/the-healers-secret-for-dandd-5e/][IMG]https://kicktraq.com/projects/hiddenhoard/the-healers-secret-for-dandd-5e//minichart.png[/IMG][/url]",1710.3668,233.02,,
https://www.kickstarter.com/projects/302880466/dinosaur-timeslip-1988/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12008182#12008182,,https://kicktraq.com/projects/302880466/dinosaur-timeslip-1988/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,Dinosaur Timeslip 1988,August 20 2025,Y,USD,"2,226.00",1,"2,226.00",Y,N,Y,"$2,226",222.00%,Ended,2226,1765839026211,August 5 2025,A 0-level dinosaur-apocalypse adventure for Dungeon Crawl Classics tabletop RPG set in New Jersey in the 1980s,https://i.kickstarter.com/assets/049/522/990/adda5302cb02ee3f19baf93deb5be2f2_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1748918628&width=160&sig=yOpXxFyv2O0weGF4ihgbOMpNHu10YbaM2u5KWmFsQlE%3D,[size=14][b][url=https://www.kickstarter.com/projects/302880466/dinosaur-timeslip-1988/?ref=kicktraq]Dinosaur Timeslip 1988[/url][/b][/size][q]A 0-level dinosaur-apocalypse adventure for Dungeon Crawl Classics tabletop RPG set in New Jersey in the 1980s[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/049/522/990/adda5302cb02ee3f19baf93deb5be2f2_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1748918628&width=160&sig=yOpXxFyv2O0weGF4ihgbOMpNHu10YbaM2u5KWmFsQlE%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-20-2025[url=https://kicktraq.com/projects/302880466/dinosaur-timeslip-1988/][IMG]https://kicktraq.com/projects/302880466/dinosaur-timeslip-1988//minichart.png[/IMG][/url],2226,1002.702703,,
https://www.kickstarter.com/projects/sidequest20/ttrpg-battle-maps-and-more-gore-edition/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11959974#11959974,,https://kicktraq.com/projects/sidequest20/ttrpg-battle-maps-and-more-gore-edition/,5E,,,TTRPG Battle Maps and More (GORE Edition),August 21 2025,Y,CAD,"1,342.00",0.71937,965.39,Y,N,Y,"$1,342 CAD",268.00%,Ended,965.39,1765839026212,July 17 2025,"Over 100+ blood-spattered maps and PNP tokens—designed for grim duels, deadly skirmishes, boss battles, and full-scale wars!",https://i.kickstarter.com/assets/050/010/019/acec346274332a4b3dd041c498559769_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1752304197&width=160&sig=L44IxSrMilt1nmyb0Y2Um%2FAkDyS7G6RANu52Uud%2FvRc%3D,"[size=14][b][url=https://www.kickstarter.com/projects/sidequest20/ttrpg-battle-maps-and-more-gore-edition/?ref=kicktraq]TTRPG Battle Maps and More (GORE Edition)[/url][/b][/size][q]Over 100+ blood-spattered maps and PNP tokens—designed for grim duels, deadly skirmishes, boss battles, and full-scale wars![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/050/010/019/acec346274332a4b3dd041c498559769_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1752304197&width=160&sig=L44IxSrMilt1nmyb0Y2Um%2FAkDyS7G6RANu52Uud%2FvRc%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-21-2025[url=https://kicktraq.com/projects/sidequest20/ttrpg-battle-maps-and-more-gore-edition/][IMG]https://kicktraq.com/projects/sidequest20/ttrpg-battle-maps-and-more-gore-edition//minichart.png[/IMG][/url]",965.39454,360.2218433,,
https://www.kickstarter.com/projects/thrivetosurvive/thrive-to-survive-zombie-apocalypse-ttrpg/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11968214#11968214,,https://kicktraq.com/projects/thrivetosurvive/thrive-to-survive-zombie-apocalypse-ttrpg/,RPG,,,Thrive to Survive : Zombie Apocalypse TTRPG,August 21 2025,Y,USD,"20,844.00",1,"20,844.00",Y,N,Y,"$20,844",104.00%,Ended,20844,1765839026214,July 22 2025,Join your friends in shaping your way through a zombie apocalypse in a one of a kind table top RPG.,https://i.kickstarter.com/assets/048/728/246/5275f664d80835cbceaeb693c6f1adcf_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1743429081&width=160&sig=QwS5r6ri6wKHuJQvFB0EaYOSU%2F9MOhe0muMdYXkFUKk%3D,[size=14][b][url=https://www.kickstarter.com/projects/thrivetosurvive/thrive-to-survive-zombie-apocalypse-ttrpg/?ref=kicktraq]Thrive to Survive : Zombie Apocalypse TTRPG[/url][/b][/size][q]Join your friends in shaping your way through a zombie apocalypse in a one of a kind table top RPG.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/728/246/5275f664d80835cbceaeb693c6f1adcf_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1743429081&width=160&sig=QwS5r6ri6wKHuJQvFB0EaYOSU%2F9MOhe0muMdYXkFUKk%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-21-2025[url=https://kicktraq.com/projects/thrivetosurvive/thrive-to-survive-zombie-apocalypse-ttrpg/][IMG]https://kicktraq.com/projects/thrivetosurvive/thrive-to-survive-zombie-apocalypse-ttrpg//minichart.png[/IMG][/url],20844,20042.30769,,
https://www.kickstarter.com/projects/nerduragames/voidrim-omega/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11968218#11968218,,https://kicktraq.com/projects/nerduragames/voidrim-omega/,RPG,,,Voidrim Omega,August 21 2025,Y,EUR,"2,461.00",1.16063138,"2,856.31",Y,N,Y,"€2,461",2461.00%,Ended,2856.31,1765839026215,July 22 2025,A TRUE-d6 standalone Sci-Fi TTRPG.,https://i.kickstarter.com/assets/049/932/735/1e3334eb6c93eb04cbfdc4f507d125bd_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1751732660&width=160&sig=SjYPa6RuP%2BQ2%2Fkc4ygy2zEHKdPlOOAyIDYVfAT7VHP8%3D,[size=14][b][url=https://www.kickstarter.com/projects/nerduragames/voidrim-omega/?ref=kicktraq]Voidrim Omega[/url][/b][/size][q]A TRUE-d6 standalone Sci-Fi TTRPG.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/049/932/735/1e3334eb6c93eb04cbfdc4f507d125bd_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1751732660&width=160&sig=SjYPa6RuP%2BQ2%2Fkc4ygy2zEHKdPlOOAyIDYVfAT7VHP8%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-21-2025[url=https://kicktraq.com/projects/nerduragames/voidrim-omega/][IMG]https://kicktraq.com/projects/nerduragames/voidrim-omega//minichart.png[/IMG][/url],2856.313826,116.063138,,
https://www.kickstarter.com/projects/chubbyfunster/shadowcity-blood-and-neon/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11986489#11986489,,https://kicktraq.com/projects/chubbyfunster/shadowcity-blood-and-neon/,RPG,,https://rpggeek.com/rpg/73714/shadowdark-rpg,ShadowCity: Blood and Neon,August 21 2025,Y,USD,"10,305.00",1,"10,305.00",Y,N,Y,"$10,305",1030.00%,Ended,10305,1765839026215,July 29 2025,A gothic punk roleplaying game with a ShadowDark-inspired approach that throws players into instant action and drama.,https://i.kickstarter.com/assets/049/091/223/fd4cd54f442f7ce479a4f25b8c8667fe_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1745950336&width=160&sig=H3Td7zKi0Hg%2FM5QTLoEmeyzMRqLiU6wmwEyHxOHUXEg%3D,[size=14][b][url=https://www.kickstarter.com/projects/chubbyfunster/shadowcity-blood-and-neon/?ref=kicktraq]ShadowCity: Blood and Neon[/url][/b][/size][q]A gothic punk roleplaying game with a ShadowDark-inspired approach that throws players into instant action and drama.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/049/091/223/fd4cd54f442f7ce479a4f25b8c8667fe_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1745950336&width=160&sig=H3Td7zKi0Hg%2FM5QTLoEmeyzMRqLiU6wmwEyHxOHUXEg%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-21-2025[url=https://kicktraq.com/projects/chubbyfunster/shadowcity-blood-and-neon/][IMG]https://kicktraq.com/projects/chubbyfunster/shadowcity-blood-and-neon//minichart.png[/IMG][/url],10305,1000.485437,,
https://www.kickstarter.com/projects/sagospeletaventyr/the-chronicles-of-sorrow-an-epic-campaign-for-dragonbane/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11996932#11996932,,https://kicktraq.com/projects/sagospeletaventyr/the-chronicles-of-sorrow-an-epic-campaign-for-dragonbane/,non-5E,https://rpggeek.com/rpg/79109/dragonbane,,The Chronicles of Sorrow - an epic campaign for Dragonbane,August 21 2025,Y,SEK,"389,048.00",0.103927255,"40,432.69",Y,N,Y,"kr389,048 SEK",1556.00%,Ended,40432.69,1765839026216,August 1 2025,Sins of the past are catching up with the kin of Nordmark. Will the heroes bring doom or salvation to the people of the realm?,https://i.kickstarter.com/assets/048/868/878/d515cb0a432add252b2d7d546c8914c8_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1744363532&width=160&sig=EgVM%2Ba%2F1%2BueNeHFM6qsZJLoaMLiLbsTN2dhl2vFTpgI%3D,[size=14][b][url=https://www.kickstarter.com/projects/sagospeletaventyr/the-chronicles-of-sorrow-an-epic-campaign-for-dragonbane/?ref=kicktraq]The Chronicles of Sorrow - an epic campaign for Dragonbane[/url][/b][/size][q]Sins of the past are catching up with the kin of Nordmark. Will the heroes bring doom or salvation to the people of the realm?[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/868/878/d515cb0a432add252b2d7d546c8914c8_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1744363532&width=160&sig=EgVM%2Ba%2F1%2BueNeHFM6qsZJLoaMLiLbsTN2dhl2vFTpgI%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-21-2025[url=https://kicktraq.com/projects/sagospeletaventyr/the-chronicles-of-sorrow-an-epic-campaign-for-dragonbane/][IMG]https://kicktraq.com/projects/sagospeletaventyr/the-chronicles-of-sorrow-an-epic-campaign-for-dragonbane//minichart.png[/IMG][/url],40432.6907,2598.501973,,
https://www.kickstarter.com/projects/yeggership/instruments-of-darkness-a-mothership-rpg-adventure/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=12008181#12008181,,https://kicktraq.com/projects/yeggership/instruments-of-darkness-a-mothership-rpg-adventure/,non-5E,https://rpggeek.com/rpg/48770/mothership,,Instruments of Darkness - A Mothership RPG Adventure,August 21 2025,Y,CAD,"7,546.00",0.719070099,"5,426.10",Y,N,Y,"$7,546 CAD",754.00%,Ended,5426.1,1765839026217,August 5 2025,Drop supplies. Pick up ore. Transport a Compliance Officer to the Banquo Mining Facility. Easy peasy lemon squeezy.,https://i.kickstarter.com/assets/047/699/468/ec403607a1f83b8bf5d0960cd7efc8b6_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1735677488&width=160&sig=%2FtetA6J176e0i2qHiKGi2v60BFpiLXzhnL726oMwV7U%3D,[size=14][b][url=https://www.kickstarter.com/projects/yeggership/instruments-of-darkness-a-mothership-rpg-adventure/?ref=kicktraq]Instruments of Darkness - A Mothership RPG Adventure[/url][/b][/size][q]Drop supplies. Pick up ore. Transport a Compliance Officer to the Banquo Mining Facility. Easy peasy lemon squeezy.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/047/699/468/ec403607a1f83b8bf5d0960cd7efc8b6_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1735677488&width=160&sig=%2FtetA6J176e0i2qHiKGi2v60BFpiLXzhnL726oMwV7U%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-21-2025[url=https://kicktraq.com/projects/yeggership/instruments-of-darkness-a-mothership-rpg-adventure/][IMG]https://kicktraq.com/projects/yeggership/instruments-of-darkness-a-mothership-rpg-adventure//minichart.png[/IMG][/url],5426.102967,719.6423033,,1
